site,descricao,marca,cartao,boleto,data
Kabum,"SSD Adata XPG Spectrix S40G, 256GB, M.2, Leitura 3500MB/s, Gravação 1200MB/s - AS40G-256GT-C",XPG,"R$ 514,00","R$ 436,90",2020-12-13
Kabum,"SSD XPG S41 TUF, 1TB, M.2, PCIe, Leituras: 3500MB/s, Gravações: 3000MB/s - AGAMMIXS41-1T-C",XPG,"R$ 1.294,00","R$ 1.099,90",2020-12-13
Kabum,"SSD XPG Gammix S50 Lite, 1TB, M.2 2280, PCIe, Leituras: 3900MB/s, Gravações: 3200MB/s - AGAMMIXS50L-1T-C",XPG,"R$ 1.682,24","R$ 1.429,90",2020-12-13
Kabum,"SSD XPG Gammix S11 Pro, 2TB, M.2 PCIe, NVMe, Leituras: 3500Mb/s e Gravações: 3000Mb/s - AGAMMIXS11P-2TT-C",XPG,"R$ 2.576,35","R$ 2.189,90",2020-12-13
Kabum,"SSD Adata XPG SX6000, 1TB, M.2 NVMe, Leitura 2100MB/s, Gravação 1500MB/s - ASX6000PNP-1TT-C",XPG,"R$ 1.234,00","R$ 1.048,90",2020-12-13
Kabum,"SSD Adata XPG Gammix S11 Pro, 512GB, M.2 NVMe, Leitura 3500MB/s, Gravação 2300MB/s - AGAMMIXS11P-512GT-C",XPG,"R$ 858,71","R$ 729,90",2020-12-13
Kabum,"SSD XPG SX8100, 1TB, M.2, PCIe, Leituras: 3500MB/s e Gravações: 3000MB/s - ASX8100NP-1TT-C",XPG,"R$ 1.304,59","R$ 1.108,90",2020-12-13
Kabum,"SSD XPG SX8200 Pro, 2TB, M.2, PCIe, NVMe, Leituras: 3500Mb/s e Gravações: 3000Mb/s - ASX8200PNP-2TT-C",XPG,"R$ 2.234,00","R$ 1.898,90",2020-12-13
Kabum,"SSD Adata XPG Spectrix S40G 512GB, M.2, Leitura 3500MB/s, Gravação 2400MB/s - AS40G-512GT-C",XPG,"R$ 823,41","R$ 699,90",2020-12-13
Kabum,"SSD XPG Gammix S50 Lite, 2TB, M.2 2280, PCIe, Leituras: 3900MB/s, Gravações: 3200MB/s - AGAMMIXS50L-2T-C",XPG,"R$ 2.718,71","R$ 2.310,90",2020-12-13
Kabum,"SSD XPG Spectrix S40G RGB, 2TB, M.2 PCIe, NVMe, Leituras: 3500Mb/s e Gravações: 3000Mb/s - AS40G-2TT-C",XPG,"R$ 2.229,29","R$ 1.894,90",2020-12-13
Kabum,"SSD Adata XPG Gammix S5, 256GB, M.2 NVMe, Leitura 2100MB/s, Gravação 1200MB/s - AGAMMIXS5-256GT-C",XPG,"R$ 423,41","R$ 359,90",2020-12-13
Kabum,"SSD XPG SX6000 Lite, 1TB, M.2, PCIe, NVMe, Leituras: 1800Mb/s e Gravações: 1200Mb/s - ASX6000LNP-1TT-C",XPG,"R$ 1.058,71","R$ 899,90",2020-12-13
Kabum,"SSD XPG SX8100, 2TB, M.2, PCIe, Leituras: 3500MB/s e Gravações: 3000MB/s - ASX8100NP-2TT-C",XPG,"R$ 1.999,88","R$ 1.699,90",2020-12-13
Kabum,"SSD XPG S41 TUF, 256GB, M.2, PCIe, Leituras: 3500MB/s, Gravações: 1000MB/s - AGAMMIXS41-256G-C",XPG,"R$ 470,47","R$ 399,90",2020-12-13
Kabum,"SSD XPG SX8200 Pro, 1TB, M.2 PCIe, NVMe, Leituras: 3500Mb/s e Gravações: 3000Mb/s - ASX8200PNP-1TT-C",XPG,"R$ 1.464,59","R$ 1.244,90",2020-12-13
Kabum,"SSD Externo Adata SD600Q, 480GB, USB 3.2, Azul - ASD600Q-480GU31-CBL",Adata,"R$ 630,47","R$ 535,90",2020-12-13
Kabum,"SSD Adata SU650, 240GB, SATA, Leitura 520MB/s, Gravação 450MB/s - ASU650SS-240GT-R",Adata,"R$ 399,88","R$ 339,90",2020-12-13
Kabum,"SSD Gigabyte Aorus NVMe Gen4 SSD 1TB, M.2, Leitura 5000MB/s, Gravação 4400MB/s - GP-ASM2NE6100TTTD",Aorus,"R$ 2.164,59","R$ 1.839,90",2020-12-13
Kabum,"SSD Aorus Raid, 2TB, PCIe, NVMe, Leituras: 6300Mb/s e Gravações: 6000Mb/s - GP-ASACNE2200TTTDA",Aorus,"R$ 4.224,59","R$ 3.590,90",2020-12-13
Kabum,Suporte para SSD Asus Hyper M.2 x 16 Card para PCIe 4.0/3.0 - HYPER M.2 X16 CARD,Asus,"R$ 549,29","R$ 466,90",2020-12-13
Kabum,"SSD Corsair Force Series MP300, 240GB, M.2 NVMe, Leitura 1580MB/s, Gravação 920MB/s - CSSD-F240GBMP300",Corsair,"R$ 536,35","R$ 455,90",2020-12-13
Kabum,"SSD Corsair Force MP600, 1TB, M.2 PCIe + NVMe, Leituras: 4950MB/s e Gravações: 4250MB/s - CSSD-F1000GBMP600",Corsair,"R$ 2.108,12","R$ 1.791,90",2020-12-13
Kabum,"SSD Corsair Force Series MP510, 480GB, M.2 NVMe, Leitura 3480MB/s, Gravação 2000MB/s - CSSD-F480GBMP510",Corsair,"R$ 964,59","R$ 819,90",2020-12-13
Kabum,"SSD Crucial BX500, 1TB, SATA, Leituras: 540Mb/s e Gravações: 500Mb/s - CT1000BX500SSD1",Crucial,"R$ 989,29","R$ 840,90",2020-12-13
Kabum,"SSD Crucial P2, 500GB, M.2 NVMe, Leituras: 2300Mb/s e Gravações: 940Mb/s - CT500P2SSD8",Crucial,"R$ 606,94","R$ 515,90",2020-12-13
Kabum,"SSD Crucial MX500, 1TB, SATA, Leitura 560MB/s, Gravação 510MB/s - CT1000MX500SSD1",Crucial,"R$ 1.118,71","R$ 950,90",2020-12-13
Kabum,"SSD Crucial MX500, 500GB, SATA, Leitura 560MB/s, Gravação 510MB/s - CT500MX500SSD1",Crucial,"R$ 631,65","R$ 536,90",2020-12-13
Kabum,"SSD Crucial MX500, 250GB, SATA, Leitura 560MB/s, Gravação 510MB/s - CT250MX500SSD1",Crucial,"R$ 425,76","R$ 361,90",2020-12-13
Kabum,"SSD Crucial P5, 500GB, M.2 NVMe, Leituras: 3400Mb/s e Gravações: 3000Mb/s - CT500P5SSD8",Crucial,"R$ 776,35","R$ 659,90",2020-12-13
Kabum,"Case Externo F3 para SSD M.2 SATA, USB 3.0 - ADP-M2SATA",F3,"R$ 75,18","R$ 63,90",2020-12-13
Kabum,"SSD Gigabyte UD Pro, 256GB, SATA, Leitura 530MB/s, Gravação 500MB/s - GP-GSTFS30256GTTD",Gigabyte,"R$ 415,18","R$ 352,90",2020-12-13
Kabum,"SSD Externo HP P500, 500GB, USB, Leituras: 370Mb/s e Gravações: 200Mb/s, Vermelho - 7PD53AA#ABC",Hp,"R$ 692,82","R$ 588,90",2020-12-13
Kabum,"SSD HP EX950, 512GB, M.2, PCIe, NVMe, Leituras: 3500Mb/s e Gravações: 2250Mb/s - 5MS22AA#ABC",Hp,"R$ 821,06","R$ 697,90",2020-12-13
Kabum,"SSD HP S700 Pro, 1TB, SATA, Leituras: 570Mb/s e Gravações: 525Mb/s - 2LU81AA#ABL",Hp,"R$ 1.117,53","R$ 949,90",2020-12-13
Kabum,"SSD Husky 128GB, M2 NVME, 1300MB/s - HSS-NV-120",Husky,"R$ 364,59","R$ 309,90",2020-12-13
Kabum,"SSD Kingston UV500, 120GB, mSATA, Leitura 520MB/s, Gravação 320MB/s - SUV500MS/120G",Kingston,"R$ 377,53","R$ 320,90",2020-12-13
Kabum,"SSD Kingston KC2000, 1TB, M.2 NVMe, Leitura 3200MB/s, Gravação 2200MB/s - SKC2000M8/1000G",Kingston,"R$ 2.498,71","R$ 2.123,90",2020-12-13
Kabum,"SSD Kingston 120GB, M.2, Leitura 550MB/s, Gravação 200MB/s - SM2280S3G2/120G",Kingston,"R$ 403,41","R$ 342,90",2020-12-13
Kabum,"SSD Kingston KC1000, 480GB, M.2 NVMe, Leitura 2700MB/s, Gravação 1600MB/s - SKC1000/480G",Kingston,"R$ 1.494,00","R$ 1.269,90",2020-12-13
Kabum,"SSD Kingston A1000, 240GB, M.2 NVMe, Leitura 1500MB/s, Gravação 800MB/s - SA1000M8/240G",Kingston,"R$ 379,88","R$ 322,90",2020-12-13
Kabum,SSD Kingston 2.5´ 120GB V300 SATA III Leituras: 450MB/s e Escritas: 450MB/s - SV300S37A/120G,Kingston,"R$ 264,59","R$ 224,90",2020-12-13
Kabum,"SSD Kingston KC1000, 960GB, M.2 NVMe, Leitura 2700MB/s, Gravação 1600MB/s - SKC1000/960G",Kingston,"R$ 2.932,82","R$ 2.492,90",2020-12-13
Kabum,"SSD Kingston A1000, 480GB, M.2 NVMe, Leitura 1500MB/s, Gravação 900MB/s - SA1000M8/480G",Kingston,"R$ 692,82","R$ 588,90",2020-12-13
Kabum,"SSD Kingston KC1000H, 480GB, M.2 NVMe, Leitura 2700MB/s, Gravação 1600MB/s - SKC1000H/480G",Kingston,"R$ 1.644,59","R$ 1.397,90",2020-12-13
Kabum,"SSD Kingston A1000, 960GB, M.2 NVMe, Leitura 1500MB/s, Gravação 1000MB/s - SA1000M8/960G",Kingston,"R$ 1.516,35","R$ 1.288,90",2020-12-13
Kabum,"SSD Kingston A400, 1920GB, SATA, Leitura 500MB/s, Gravação 450MB/s - SA400S37/1920G",Kingston,"R$ 1.938,71","R$ 1.647,90",2020-12-13
Kabum,"SSD Lexar 128GB, M.2, Leitura 550MB/s - LNM100-128RBNA",Lexar,"R$ 141,06","R$ 119,90",2020-12-13
Kabum,"SSD Lexar 256GB, M.2, Leitura 550MB/s - LNM100-256RBNA",Lexar,"R$ 199,88","R$ 169,90",2020-12-13
Kabum,"SSD PNY CS2130, 500GB, M.2 NVMe, Leituras: 3500Mb/s e Gravações: 925Mb/s - M280CS2130-500-RB",Pny,"R$ 670,47","R$ 569,90",2020-12-13
Kabum,"SSD PNY CS2130, 2TB, M.2 NVMe, Leituras: 3500Mb/s e Gravações: 3000Mb/s - M280CS2130-2TB-RB",Pny,"R$ 2.346,94","R$ 1.994,90",2020-12-13
Kabum,"Kit SSD PNY CS900 120GB SATA, Leitura 515MB/s, Gravação 490MB/s + Memória XPG Gammix D30, 8GB, 3200MHz, DDR4, CL16",Pny,"R$ 458,71","R$ 389,90",2020-12-13
Kabum,"SSD Rise Mode PCI Diamond Series. 240GB, M.2, Leituras: 2500MB/s e Gravações: 1200MB/s - RM-M2P-240GB",Rise Mode,"R$ 375,18","R$ 318,90",2020-12-13
Kabum,SSD Samsung 860 Pro 2.5´ 512GB SATA III Leituras: 560MB/s e Gravações: 530MB/s - MZ-76P512E,Samsung,"R$ 1.505,76","R$ 1.279,90",2020-12-13
Kabum,SSD Samsung 860 Pro 2.5´ 256GB SATA III Leituras: 560MB/s e Gravações: 530MB/s - MZ-76P256E,Samsung,"R$ 788,12","R$ 669,90",2020-12-13
Kabum,"SSD Samsung 860 QVO, 1TB, SATA, Leitura 550MB/s, Gravação 520MB/s - MZ-76Q1T0B/AM",Samsung,"R$ 1.172,82","R$ 996,90",2020-12-13
Kabum,SSD Samsung 860 Pro 2.5´ 2TB SATA III Leituras: 560MB/s e Gravações: 530MB/s - MZ-76P2T0E,Samsung,"R$ 7.091,65","R$ 6.027,90",2020-12-13
Kabum,"SSD Samsung Externo, Portátil, T5, 1TB, USB 3.1 - MU-PA1T0B/AM",Samsung,"R$ 1.752,82","R$ 1.489,90",2020-12-13
Kabum,SSD Samsung 860 EVO 2.5´ 500GB SATA III Leituras: 550MB/s e Gravações: 520MB/s - MZ-76E500E,Samsung,"R$ 976,35","R$ 829,90",2020-12-13
Kabum,SSD Samsung 860 EVO 2.5´ 250GB SATA III Leituras: 550MB/s e Gravações: 520MB/s - MZ-76E250E,Samsung,"R$ 788,12","R$ 669,90",2020-12-13
Kabum,"SSD Externo Portátil SanDisk Extreme, 2TB, USB - SDSSDE60-2T00-G25",Sandisk,"R$ 3.301,06","R$ 2.805,90",2020-12-13
Kabum,"SSD Seagate BarraCuda 510, 1TB, M.2, PCIe, NVMe, Leituras: 3400Mb/s e Gravações: 3000Mb/s - ZP1000CM3A001",Seagate,"R$ 1.685,76","R$ 1.432,90",2020-12-13
Kabum,"SSD Seagate FireCuda 520, 500GB, M.2, PCIe, NVMe, Leituras: 5000Mb/s e Gravações: 2500Mb/s - ZP500GM3A002",Seagate,"R$ 1.246,94","R$ 1.059,90",2020-12-13
Kabum,"Case para SSD M.2 Vinik CSM2-CN, Type C 3.1 com NVME - 32813",Vinik,"R$ 311,65","R$ 264,90",2020-12-13
Kabum,"Case Externo para SSD M.2 Vinik CS25-C31, USB 3.1 Type C para USB - 29865",Vinik,"R$ 141,06","R$ 119,90",2020-12-13
Kabum,"Case Vinik para SSD M.2, USB 3.0, Tipo C, Alumínio - CS25-C30 (29864)",Vinik,"R$ 99,88","R$ 84,90",2020-12-13
Kabum,"Adaptador Vinik Caddy AC-95 para HD ou SSD, Leitor de DVD/CD Notebook - 32806",Vinik,"R$ 49,29","R$ 41,90",2020-12-13
Kabum,"Case Vinik para SSD mSATA, USB 3.1, Tipo C, Alumínio - CS25-A31",Vinik,"R$ 152,82","R$ 129,90",2020-12-13
Kabum,"Adaptador Vinik Caddy AC-127 para HD ou SSD, Leitor de DVD/CD Notebook - 32807",Vinik,"R$ 57,53","R$ 48,90",2020-12-13
Kabum,"SSD WD Black SN750, 1TB, M.2, NVMe, Leitura 3470MB/s, Gravação 3000MB/s - WDS100T3X0C",WD_Black,"R$ 1.764,59","R$ 1.499,90",2020-12-13
Kabum,"SSD WD Blue SN500, 250GB, M.2 NVMe, Leitura 1700MB/s, Gravação 1300MB/s - WDS250G1B0C",Western Digital,"R$ 329,29","R$ 279,90",2020-12-13
Kabum,"SSD WD Red SA500 NAS, 500GB, SATA, Leituras: 560Mb/s e Gravações: 530Mb/s - WDS500G1R0A",Western Digital,"R$ 1.529,29","R$ 1.299,90",2020-12-13
Kabum,"SSD WD Green, 240GB, M.2, Leitura 545MB/s - WDS240G2G0B",Western Digital,"R$ 311,65","R$ 264,90",2020-12-13
Kabum,"SSD WD Blue, 250GB, SATA, Leitura 550MB/s, Gravação 525MB/s - WDS250G2B0A",Western Digital,"R$ 470,47","R$ 399,90",2020-12-13
Kabum,"SSD WD Blue, 1TB, M.2, Leitura 560MB/s, Gravação 530MB/s - WDS100T2B0B",Western Digital,"R$ 1.231,65","R$ 1.046,90",2020-12-13
Kabum,"SSD XPG SX6000 Lite, 512GB, M.2, PCIe, NVMe, Leituras: 1800Mb/s e Gravações: 1200Mb/s - ASX6000LNP-512GT-C",XPG,"R$ 717,53","R$ 609,90",2020-12-13
Kabum,"SSD Adata XPG Gammix S11 Pro 1TB M.2, Leitura 3500MB/s, Gravação 3000MB/s - AGAMMIXS11P-1TT-C",XPG,"R$ 1.344,59","R$ 1.142,90",2020-12-13
Kabum,"SSD Adata XPG Spectrix S40G 1TB, M.2, Leitura 3500MB/s, Gravação 3000MB/s - AS40G-1TT-C",XPG,"R$ 1.646,94","R$ 1.399,90",2020-12-13
