site,descricao,marca,cartao,boleto,data
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16A-SR80",XPG,"R$ 432,82","R$ 367,90",2020-12-20
Kabum,"Memória XPG Hunter 8GB, 3000MHz, DDR4, CL16 - AX4U300038G16A-SBHT",XPG,"R$ 346,94","R$ 294,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-DR41",XPG,"R$ 881,06","R$ 748,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3200MHz, DDR4, CL16 - AX4U320038G16-SB80",XPG,"R$ 424,59","R$ 360,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G RGB 16GB (2x8GB), 3600MHz, DDR4, CL17, Cinza - AX4U360038G17-DT60",XPG,"R$ 1.206,95","R$ 1.025,91",2020-12-20
Kabum,"Memória XPG Flame 16GB, 2666MHz, DDR4, CL16 - AX4U2666316G16-SBF",XPG,"R$ 705,76","R$ 599,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3000MHz, DDR4, CL16, Vermelho - AX4U300038G16A-DR80",XPG,"R$ 812,82","R$ 690,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3000MHz, DDR4, CL16 - AX4U300038G16A-SB80",XPG,"R$ 458,71","R$ 389,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G RGB 8GB, 3000MHz, DDR4, CL16, Cinza - AX4U300038G16A-ST60",XPG,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 16GB (2x8GB), 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-DR30",XPG,"R$ 988,12","R$ 839,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB, 3200MHz, DDR4, CL16, Vermelho - AX4U3200316G16-SR41",XPG,"R$ 788,12","R$ 669,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB (2x8GB), 2666MHz, DDR4, CL16, Vermelho - AX4U266638G16-DR41",XPG,"R$ 764,59","R$ 649,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 8GB, 3000MHz, DDR4, CL16, Vermelho - AX4U300038G16A-SR30",XPG,"R$ 341,06","R$ 289,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G 16GB (2x8GB), 4133MHz, DDR4, CL19 - AX4U413338G19-DT60",XPG,"R$ 1.501,06","R$ 1.275,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 8GB, 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-SR10",XPG,"R$ 419,88","R$ 356,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16A-DR41",XPG,"R$ 788,12","R$ 669,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 4133MHz, DDR4, CL19, Vermelho - AX4U413338G19J-DR80",XPG,"R$ 1.235,18","R$ 1.049,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 8GB, 3600MHz, DDR4, CL18 - AX4U360038G18A-SB10",XPG,"R$ 426,94","R$ 362,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Cinza - AX4U320038G16-DT41",XPG,"R$ 882,24","R$ 749,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 8GB, 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16-SR30",XPG,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 16GB (2x8GB), 3200MHz, DDR4, CL16 - AX4U320038G16A-DB30",XPG,"R$ 705,76","R$ 599,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-SR80",XPG,"R$ 464,59","R$ 394,90",2020-12-20
Kabum,"Memória XPG Spectrix D41 X TUF Gaming 8GB (1x8GB), 3200MHz, DDR4, CL16 - AX4U320038G16-SB41",XPG,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3600MHz, DDR4, CL18 - AX4U360038G18A-SB80",XPG,"R$ 529,29","R$ 449,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G RGB 8GB, 3200MHz, DDR4, CL16, Cinza - AX4U320038G16-ST60",XPG,"R$ 446,94","R$ 379,90",2020-12-20
Kabum,"Memória XPG Spectrix D50, RGB, 16GB (2x8GB), DDR4, 3000 MHZ, CL16, White - AX4U300038G16A-DW50",XPG,"R$ 759,88","R$ 645,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16A-DR80",XPG,"R$ 896,35","R$ 761,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 8GB, 3600MHz, DDR4, CL17 - AX4U360038G17-SR80",XPG,"R$ 694,00","R$ 589,90",2020-12-20
Kabum,"Memória XPG Hunter 8GB, 2666MHz, DDR4, CL16 - AX4U266638G16-SBHT",XPG,"R$ 341,06","R$ 289,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 8GB, 3600MHz, DDR4, CL17, Cinza - AX4U360038G17-ST41",XPG,"R$ 576,35","R$ 489,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16 - AX4U320038G16-DB80",XPG,"R$ 835,18","R$ 709,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3000MHz, DDR4, CL16 - AX4U300038G16A-DB80",XPG,"R$ 823,41","R$ 699,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 8GB, 3600MHz, DDR4, CL17, Vermelho - AX4U360038G17-SR30",XPG,"R$ 588,12","R$ 499,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G, RGB, 32GB (2x16GB), 3200MHz, DDR4, CL16 - AX4U3200316G16A-DT60",XPG,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória XPG Spectrix D80 16GB (2x8GB), 4133MHz, DDR4, CL19, Vermelho - AX4U413338G19-DR80",XPG,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 8GB, 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16-SR41",XPG,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB, 2666MHz, DDR4, CL16, Cinza - AX4U2666316G16-ST41",XPG,"R$ 752,82","R$ 639,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 16GB (2x8GB), 3000MHz, DDR4, CL16, Vermelho - AX4U300038G16A-DR30",XPG,"R$ 658,71","R$ 559,90",2020-12-20
Kabum,"Memória XPG Spectrix D41 TUF, RGB, 8GB, 3000MHz, DDR4, CL16 - AX4U300038G16-SB41",XPG,"R$ 358,71","R$ 304,90",2020-12-20
Kabum,"Memória XPG Spectrix D50, RGB, 8GB, 3600MHz, DDR4, CL18, Cinza - AX4U360038G18A-ST50",XPG,"R$ 479,88","R$ 407,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 16GB (2x8GB), 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-DR10",XPG,"R$ 857,53","R$ 728,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB, 3200MHz, DDR4, CL16 - AX4U3200316G16-SB80",XPG,"R$ 941,06","R$ 799,90",2020-12-20
Kabum,"Memória XPG Spectrix D50, RGB, 32GB (2x16GB), DDR4, 3000MHz, CL16, White - AX4U3000716G16A-DW50",XPG,"R$ 1.372,82","R$ 1.166,90",2020-12-20
Kabum,"Memória XPG Hunter 16GB, 2666MHz, DDR4, CL18, para Notebook - AX4S2666316G18-SBHT",XPG,"R$ 682,24","R$ 579,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 16GB (2x8GB), 3600MHz, DDR4, CL18 - AX4U360038G18A-DB10",XPG,"R$ 823,41","R$ 699,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3000MHz, DDR4, CL16 - AX4U300038G16A-DB80",XPG,"R$ 823,41","R$ 699,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G, RGB, 32GB (2x16GB), 3200MHz, DDR4, CL16 - AX4U3200316G16A-DT60",XPG,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória XPG Spectrix D80 16GB (2x8GB), 4133MHz, DDR4, CL19, Vermelho - AX4U413338G19-DR80",XPG,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 8GB, 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16-SR41",XPG,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB, 2666MHz, DDR4, CL16, Cinza - AX4U2666316G16-ST41",XPG,"R$ 752,82","R$ 639,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 16GB (2x8GB), 3000MHz, DDR4, CL16, Vermelho - AX4U300038G16A-DR30",XPG,"R$ 658,71","R$ 559,90",2020-12-20
Kabum,"Memória XPG Spectrix D41 8GB, 4133MHz, DDR4, CL18 - AX4U413338G19J-SR41",XPG,"R$ 623,41","R$ 529,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB, 3200MHz, DDR4, CL16, Cinza - AX4U3200316G16-ST41",XPG,"R$ 761,06","R$ 646,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 16GB (2x8GB), 2666MHz, DDR4, CL16 - AX4U266638G16-DBG",XPG,"R$ 682,24","R$ 579,90",2020-12-20
Kabum,"Memória XPG Spectrix D80, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Vermelho - AX4U360038G18A-DR80",XPG,"R$ 882,24","R$ 749,90",2020-12-20
Kabum,"Memória XPG Gammix D10, 8GB, 3000MHz, DDR4, CL16, Vermelho - AX4U300038G16A-SR10",XPG,"R$ 329,29","R$ 279,90",2020-12-20
Kabum,"Memória XPG Spectrix D60G, RGB, 8GB, 4133MHz, DDR4, CL19, Cinza - AX4U413338G19J-ST60",XPG,"R$ 658,71","R$ 559,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 8GB, 3200MHz, DDR4, CL16, Cinza - AX4U320038G16A-ST41",XPG,"R$ 399,88","R$ 339,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 16GB (2x8GB), 3200MHz, DDR4, CL16, Vermelho - AX4U320038G16-DR30",XPG,"R$ 770,47","R$ 654,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB (2x8GB), 3600MHz, DDR4, CL17, Vermelho - AX4U360038G17-DR41",XPG,"R$ 1.035,18","R$ 879,90",2020-12-20
Kabum,"Memória XPG Spectrix D80 RGB 16GB (2x8GB), 3600Mhz, DDR4, CL17, Vermelho - AX4U360038G17-DR80",XPG,"R$ 1.115,18","R$ 947,90",2020-12-20
Kabum,"Memória XPG Gammix D30, 8GB, 3200MHz, DDR4, CL16 - AX4U320038G16-SB30",XPG,"R$ 390,47","R$ 331,90",2020-12-20
Kabum,"Memória XPG Spectrix D41, RGB, 16GB, 3600MHz, DDR4, CL18, Cinza - AX4U3600316G18A-ST41",XPG,"R$ 1.117,53","R$ 949,90",2020-12-20
Kabum,"Memória Gigabyte Aorus RGB 16GB (2x8GB), 3200 MHz, DDR4, CL16 - GP-AR32C16S8K2HU416RD",Aorus,"R$ 976,35","R$ 829,90",2020-12-20
Kabum,"Memória Corsair, 8GB, 1600MHz, DDR3L, C11 - CMV8GX3M1C1600C11",Corsair,"R$ 376,35","R$ 319,90",2020-12-20
Kabum,"Memória Corsair Dominator Platinum RGB 64GB (2x32GB), 3200MHz, DDR4, C16 - CMT64GX4M2C3200C16",Corsair,"R$ 3.999,88","R$ 3.399,90",2020-12-20
Kabum,Memória Corsair Vengeance 8GB 1600Mhz DDR3 CL10 Blue - CMZ8GX3M1A1600C10B,Corsair,"R$ 396,35","R$ 336,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB PRO 16GB (2x8GB), 3600MHz, DDR4, C20 - CMW16GX4M2Z3600C20",Corsair,"R$ 969,29","R$ 823,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 256GB (8x32GB) 3200Mhz DDR4 C16 Black - CMK256GX4M8E3200C16,Corsair,"R$ 11.764,59","R$ 9.999,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 64GB (4x16GB) 3200Mhz DDR4 C16 Black - CMK64GX4M4B3200C16,Corsair,"R$ 2.898,71","R$ 2.463,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 3600Mhz DDR4 C18 Black - CMK16GX4M2B3600C18,Corsair,"R$ 1.097,53","R$ 932,90",2020-12-20
Kabum,Memória Corsair Dominator RGB 64GB (8x8GB) 3200MHz DDR4 C16 Black - CMT64GX4M8C3200C16,Corsair,"R$ 2.823,41","R$ 2.399,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3200MHz, DDR4, CL16, Branco - CMK16GX4M2B3200C16W",Corsair,"R$ 723,41","R$ 614,90",2020-12-20
Kabum,"Memória Corsair Value Select, 8GB, 2133MHz, DDR4, Notebook, CL15 - CMSO8GX4M1A2133C15",Corsair,"R$ 388,12","R$ 329,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB Pro, 32GB (4x8GB), 3200MHz, DDR4, CL16 - CMW32GX4M4C3200C16",Corsair,"R$ 1.882,24","R$ 1.599,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 3000Mhz DDR4 CL15 Black - CMK16GX4M2B3000C15,Corsair,"R$ 764,59","R$ 649,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 2666Mhz DDR4 C16 Black - CMK16GX4M2A2666C16,Corsair,"R$ 764,59","R$ 649,90",2020-12-20
Kabum,Memória Corsair Vengeance LP 16GB (2x8GB) 1600Mhz DDR3 C10 Black - CML16GX3M2A1600C10,Corsair,"R$ 674,00","R$ 572,90",2020-12-20
Kabum,Memória Corsair Vengeance LP 8GB 1600Mhz DDR3 C10 Black - CML8GX3M1A1600C10,Corsair,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB 3000Mhz DDR4 C15 Black - CMK16GX4M1B3000C15,Corsair,"R$ 682,24","R$ 579,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15 Preto - CMW16GX4M2C3000C15",Corsair,"R$ 964,59","R$ 819,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (2x16GB) 3600Mhz DDR4 C18 Black - CMK32GX4M2D3600C18,Corsair,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória Corsair Dominator RGB, 32GB (2x16GB), 3200Hz, DDR4, C16, Preto - CMT32GX4M2C3200C16",Corsair,"R$ 2.058,71","R$ 1.749,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 32GB (4x8GB) 3600MHz DDR4 C18 Black - CMW32GX4M4D3600C18,Corsair,"R$ 2.176,35","R$ 1.849,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB Pro, 32GB (2x16GB), 3000Hz, DDR4, C15, Preto - CMW32GX4M2C3000C15",Corsair,"R$ 1.430,47","R$ 1.215,90",2020-12-20
Kabum,"Memória Corsair Dominator Platinum RGB 32GB (2x16GB), 3600MHz, DDR4, C18 - CMT32GX4M2Z3600C18",Corsair,"R$ 2.875,18","R$ 2.443,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 4GB 1600Mhz DDR3 C9 - CMSX4GX3M1A1600C9,Corsair,"R$ 218,71","R$ 185,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 8GB, 2666MHz, DDR4, CL16, Vermelho - CMK8GX4M1A2666C16R",Corsair,"R$ 346,94","R$ 294,90",2020-12-20
Kabum,"Memória Corsair 8GB, 1600MHz, DDR3, Notebook, CL11 - CMSO8GX3M1A1600C11",Corsair,"R$ 334,00","R$ 283,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (2x16GB) 3200Mhz DDR4 C16 Black - CMK32GX4M2B3200C16,Corsair,"R$ 1.443,41","R$ 1.226,90",2020-12-20
Kabum,Memória Corsair Vengeance 8GB 1600Mhz DDR3 C9 - CMZ8GX3M1A1600C9,Corsair,"R$ 352,82","R$ 299,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 3600Mhz DDR4 C18 Black - CMK16GX4M2D3600C18,Corsair,"R$ 823,41","R$ 699,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 16GB (2x8GB) 3466MHz DDR4 C16 Black - CMW16GX4M2C3466C16,Corsair,"R$ 882,24","R$ 749,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 128GB (8x16GB) 3200MHz DDR4 C16 Black - CMW128GX4M8C3200C16,Corsair,"R$ 7.058,71","R$ 5.999,90",2020-12-20
Kabum,"Memória Corsair 4GB, 1333MHz, DDR3, CL9 - CMV4GX3M1A1333C9",Corsair,"R$ 194,00","R$ 164,90",2020-12-20
Kabum,"Memória Corsair Vengeance 16GB (2x8GB), 1600Mhz, DDR3, CL10, Blue - CMZ16GX3M2A1600C10B",Corsair,"R$ 741,06","R$ 629,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 16GB, 2666Hz, DDR4, C16, Preto - CMK16GX4M1A2666C16",Corsair,"R$ 670,47","R$ 569,90",2020-12-20
Kabum,Memória Corsair Value Select Para Notebook 16GB 2133Mhz DDR4 C15 - CMSO16GX4M1A2133C15,Corsair,"R$ 682,24","R$ 579,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 64GB (2x32GB) 3200MHz DDR4 C16 Black - CMW64GX4M2E3200C16,Corsair,"R$ 2.892,82","R$ 2.458,90",2020-12-20
Kabum,Memória Corsair Para MAC 16GB (2x8GB) 2666Mhz DDR4 C18 - CMSA16GX4M2A2666C18,Corsair,"R$ 676,35","R$ 574,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (2x16GB) 2400Mhz DDR4 C14 Black - CMK32GX4M2A2400C14,Corsair,"R$ 1.176,35","R$ 999,90",2020-12-20
Kabum,"Memória Corsair Vengeance LED Vermelho, 16GB (2x8GB), 3000MHz, DDR4, CL15, Preto - CMU16GX4M2C3000C15R",Corsair,"R$ 941,06","R$ 799,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (2x16GB) 2666Mhz DDR4 C16 Black - CMK32GX4M2A2666C16,Corsair,"R$ 1.352,82","R$ 1.149,90",2020-12-20
Kabum,Memória Corsair Value 4GB 1333Mhz DDR3L p/ Notebook CL9 - CMSO4GX3M1C1333C9,Corsair,"R$ 186,94","R$ 158,90",2020-12-20
Kabum,Memória Corsair 16GB 2400MHz DDR4 C16 - CMV16GX4M1A2400C16,Corsair,"R$ 588,12","R$ 499,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 4GB, 2400MHz, DDR4, CL14, Preto - CMK4GX4M1D2400C14",Corsair,"R$ 243,41","R$ 206,90",2020-12-20
Kabum,Memória Corsair Vengeance LP 8GB 1600Mhz DDR3 C9 Black - CML8GX3M1A1600C9,Corsair,"R$ 388,12","R$ 329,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB 3000Mhz DDR4 C16 Black - CMK32GX4M1D3000C16,Corsair,"R$ 1.342,24","R$ 1.140,90",2020-12-20
Kabum,Memória Corsair 4GB 2400MHz DDR4 C16 - CMV4GX4M1A2400C16,Corsair,"R$ 194,00","R$ 164,90",2020-12-20
Kabum,"Memória Corsair Dominator Platinum 32GB (2x16GB), 3200Mhz, DDR4, C16, Branca - CMT32GX4M2C3200C16W",Corsair,"R$ 1.823,41","R$ 1.549,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3000MHz, DDR4, CL15, Branco - CMW16GX4M2C3000C15W",Corsair,"R$ 876,35","R$ 744,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (4x8GB) 3600Mhz DDR4 C18 Black - CMK32GX4M4D3600C18,Corsair,"R$ 1.492,82","R$ 1.268,90",2020-12-20
Kabum,Memória Corsair 16GB (2x8GB) 1333MHz DDR3 C9 - CMV16GX3M2A1333C9,Corsair,"R$ 746,94","R$ 634,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 16GB (2x8GB) 3000MHz DDR4 C15 TUF Black - CMW16GX4M2C3000C15-TUF,Corsair,"R$ 905,76","R$ 769,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 16GB 2400Mhz DDR4 C16 - CMSX16GX4M1A2400C16,Corsair,"R$ 641,06","R$ 544,90",2020-12-20
Kabum,Memória Corsair XMS3 8GB 1333MHz DDR3 C9 - CMX8GX3M1A1333C9,Corsair,"R$ 318,71","R$ 270,90",2020-12-20
Kabum,"Memória Corsair Vengeance, 4GB, 1600MHz, DDR3, CL9, Azul - CMZ4GX3M1A1600C9B",Corsair,"R$ 223,41","R$ 189,90",2020-12-20
Kabum,"Memória Corsair Dominator Platinum 32GB (4x8GB), 3600Mhz, DDR4, C18, Branca - CMT32GX4M4C3600C18W",Corsair,"R$ 1.999,88","R$ 1.699,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 3200Mhz DDR4 C16 Black - CMK16GX4M2D3200C16,Corsair,"R$ 625,76","R$ 531,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (4x8GB) 3200Mhz DDR4 C16 Black - CMK32GX4M4B3200C16,Corsair,"R$ 1.588,12","R$ 1.349,90",2020-12-20
Kabum,"Memória Corsair Value Select, 8GB, 1600MHz, DDR3L, Notebook, CL11 - CMSO8GX3M1C1600C11",Corsair,"R$ 321,06","R$ 272,90",2020-12-20
Kabum,Memória Corsair Dominator RGB 32GB (4x8GB) 3200MHz DDR4 C16 Ryzen Black - CMT32GX4M4Z3200C16,Corsair,"R$ 2.470,47","R$ 2.099,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 2400MHz, DDR4, CL14, Preto - CMK16GX4M2A2400C14",Corsair,"R$ 694,00","R$ 589,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB, 16GB (2x8GB), 3200MHz, DDR4, CL16 - CMW16GX4M2C3200C16",Corsair,"R$ 846,94","R$ 719,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 2133Mhz DDR4 C13 Black - CMK16GX4M2A2133C13,Corsair,"R$ 799,88","R$ 679,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 4000Mhz DDR4 C19 Black - CMK16GX4M2K4000C19,Corsair,"R$ 1.454,00","R$ 1.235,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 16GB 2666Mhz DDR4 C18 - CMSX16GX4M1A2666C18,Corsair,"R$ 635,18","R$ 539,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB 2400Mhz DDR4 CL14 Black - CMK16GX4M1A2400C14,Corsair,"R$ 646,94","R$ 549,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (4x8GB) 2666Mhz DDR4 C16 Black - CMK32GX4M4A2666C16,Corsair,"R$ 1.411,65","R$ 1.199,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB, 16GB (2x8GB), 3600MHz, DDR4, CL18, Preto - CMR16GX4M2C3600C18",Corsair,"R$ 1.883,41","R$ 1.600,90",2020-12-20
Kabum,Memória Corsair Value Select Para Notebook 16GB (2x8GB) 1333Mhz DDR3 C9 - CMSO16GX3M2A1333C9,Corsair,"R$ 735,18","R$ 624,90",2020-12-20
Kabum,Memória Corsair 32GB 2666MHz DDR4 C18 - CMV32GX4M1A2666C18,Corsair,"R$ 1.255,18","R$ 1.066,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 32GB (2x16GB) 3000Mhz DDR4 C15 Black - CMK32GX4M2B3000C15,Corsair,"R$ 1.431,65","R$ 1.216,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB 3000Mhz DDR4 CL16 Black - CMK16GX4M1D3000C16,Corsair,"R$ 682,24","R$ 579,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 32GB (4x8GB) 3600Mhz DDR4 C16 - CMSX32GX4M4X3600C16,Corsair,"R$ 999,88","R$ 849,90",2020-12-20
Kabum,Memória Corsair 8GB 1333MHz DDR3 C9 - CMV8GX3M1A1333C9,Corsair,"R$ 317,53","R$ 269,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 64GB (4x16GB) 3000MHz DDR4 C15 Black - CMW64GX4M4C3000C15,Corsair,"R$ 2.949,29","R$ 2.506,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 16GB (2x8GB) 3000Mhz DDR4 C16 - CMSX16GX4M2A3000C16,Corsair,"R$ 894,00","R$ 759,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 64GB (8x8GB) 3000MHz DDR4 C15 Black - CMW64GX4M8C3000C15,Corsair,"R$ 2.117,53","R$ 1.799,90",2020-12-20
Kabum,Memória Corsair Dominator RGB 64GB (4x16GB) 3200MHz DDR4 C16 Black - CMT64GX4M4C3200C16,Corsair,"R$ 3.705,76","R$ 3.149,90",2020-12-20
Kabum,"Memória Corsair Vengeance LPX, 16GB (2x8GB), 3200MHz, DDR4, CL16, Preto - CMK16GX4M2B3200C16",Corsair,"R$ 725,76","R$ 616,90",2020-12-20
Kabum,"Memória Corsair 8GB, 2133MHz, DDR4, CL15 - CMV8GX4M1A2133C15",Corsair,"R$ 357,53","R$ 303,90",2020-12-20
Kabum,Memória Corsair Vengeance RGB Pro 32GB (2x16GB) 3200MHz DDR4 C16 Ryzen Black - CMW32GX4M2Z3200C16,Corsair,"R$ 1.539,88","R$ 1.308,90",2020-12-20
Kabum,Memória Corsair 8GB 1333Mhz DDR3 CL9 - CMV8GX3M1A1333C9,Corsair,"R$ 352,82","R$ 299,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB Pro, 16GB (2x8GB), 3200MHz, DDR4, CL16 - CMW16GX4M2Z3200C16",Corsair,"R$ 901,06","R$ 765,90",2020-12-20
Kabum,"Memória Corsair Vengeance RGB PRO 64GB (2x32GB), 3000MHz, DDR4, C16 - CMW64GX4M2D3000C16",Corsair,"R$ 2.764,59","R$ 2.349,90",2020-12-20
Kabum,Memória Corsair Value Select Para Notebook 8GB 1333Mhz DDR3 C9 - CMSO8GX3M1A1333C9,Corsair,"R$ 411,65","R$ 349,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 64GB (8x8GB) 3800Mhz DDR4 C19 Black - CMK64GX4M8X3800C19,Corsair,"R$ 2.117,53","R$ 1.799,90",2020-12-20
Kabum,Memória Corsair Vengeance Para Notebook 16GB (2x8GB) 3000Mhz DDR4 C16 - CMSX16GX4M2A3000C16,Corsair,"R$ 894,00","R$ 759,90",2020-12-20
Kabum,Memória Corsair Para MAC 8GB 1333Mhz DDR3 C9 - CMSA8GX3M1A1333C9,Corsair,"R$ 322,24","R$ 273,90",2020-12-20
Kabum,Memória Corsair Vengeance LPX 16GB (2x8GB) 3466Mhz DDR4 C16 Ryzen Black - CMK16GX4M2Z3466C16,Corsair,"R$ 1.048,12","R$ 890,90",2020-12-20
