,code,cartao,boleto,data
13800,KB-RM-25,494.0,419.9,2020-12-10
13801,KB-RM-52,870.47,739.9,2020-12-10
13802,KB-RM-573,664.59,564.9,2020-12-10
13803,KB-RM-43,941.06,799.9,2020-12-10
13804,KB-RM-131,1588.12,1349.9,2020-12-10
13805,KB-RM-115,969.29,823.9,2020-12-10
13806,KB-RM-623,2470.47,2099.9,2020-12-10
13807,KB-RM-94,2352.82,1999.9,2020-12-10
13808,KB-RM-41,882.24,749.9,2020-12-10
13809,KB-RM-32,329.29,279.9,2020-12-10
13810,KB-RM-710,3529.29,2999.9,2020-12-10
13811,KB-RM-107,1341.06,1139.9,2020-12-10
13812,KB-RM-566,212.82,180.9,2020-12-10
13813,KB-RM-63,588.12,499.9,2020-12-10
13814,KB-RM-65,317.53,269.9,2020-12-10
13815,KB-RM-77,1235.18,1049.9,2020-12-10
13816,KB-RM-67,458.71,389.9,2020-12-10
13817,KB-RM-23,250.47,212.9,2020-12-10
13818,KB-RM-15,1152.82,979.9,2020-12-10
13819,KB-RM-8,1758.71,1494.9,2020-12-10
13820,KB-RM-70,1279.88,1087.9,2020-12-10
13821,KB-RM-581,182.24,154.9,2020-12-10
13822,KB-RM-586,682.24,579.9,2020-12-10
13823,KB-RM-45,1117.53,949.9,2020-12-10
13824,KB-RM-93,411.65,349.9,2020-12-10
13825,KB-RM-615,2949.29,2506.9,2020-12-10
13826,KB-RM-62,376.35,319.9,2020-12-10
13827,KB-RM-584,352.82,299.9,2020-12-10
13828,KB-RM-85,1529.29,1299.9,2020-12-10
13829,KB-RM-48,2352.82,1999.9,2020-12-10
13830,KB-RM-98,391.65,332.9,2020-12-10
13831,KB-RM-590,203.41,172.9,2020-12-10
13832,KB-RM-49,470.47,399.9,2020-12-10
13833,KB-RM-69,1529.29,1299.9,2020-12-10
13834,KB-RM-589,1217.01,1034.46,2020-12-10
13835,KB-RM-71,195.18,165.9,2020-12-10
13836,KB-RM-561,735.18,624.9,2020-12-10
13837,KB-RM-124,2411.65,2049.9,2020-12-10
13838,KB-RM-74,1646.94,1399.9,2020-12-10
13839,KB-RM-610,372.82,316.9,2020-12-10
13840,KB-RM-16,1352.82,1149.9,2020-12-10
13841,KB-RM-563,2823.41,2399.9,2020-12-10
13842,KB-RM-80,670.47,569.9,2020-12-10
13843,KB-RM-130,211.65,179.9,2020-12-10
13844,KB-RM-122,639.88,543.9,2020-12-10
13845,KB-RM-55,494.0,419.9,2020-12-10
13846,KB-RM-703,646.94,549.9,2020-12-10
13847,KB-RM-125,182.24,154.9,2020-12-10
13848,KB-RM-60,351.65,298.9,2020-12-10
13849,KB-RM-579,199.88,169.9,2020-12-10
13850,KB-RM-753,1976.35,1679.9,2020-12-10
13851,KB-RM-128,705.76,599.9,2020-12-10
13852,KB-RM-176,1799.88,1529.9,2020-12-10
13853,KB-RM-167,711.65,604.9,2020-12-10
13854,KB-RM-179,1411.65,1199.9,2020-12-10
13855,KB-RM-177,3529.29,2999.9,2020-12-10
13856,KB-RM-171,163.41,138.9,2020-12-10
13857,KB-RM-168,823.41,699.9,2020-12-10
13858,KB-RM-150,588.12,499.9,2020-12-10
13859,KB-RM-169,888.12,754.9,2020-12-10
13860,KB-RM-180,758.71,644.9,2020-12-10
13861,KB-RM-174,3416.35,2903.9,2020-12-10
13862,KB-RM-141,1035.18,879.9,2020-12-10
13863,KB-RM-175,864.59,734.9,2020-12-10
13864,KB-RM-144,3294.0,2799.9,2020-12-10
13865,KB-RM-149,588.12,499.9,2020-12-10
13866,KB-RM-162,305.76,259.9,2020-12-10
13867,KB-RM-178,1764.59,1499.9,2020-12-10
13868,KB-RM-140,1682.24,1429.9,2020-12-10
13869,KB-RM-142,729.29,619.9,2020-12-10
13870,KB-RM-143,1588.12,1349.9,2020-12-10
13871,KB-RM-155,3294.0,2799.9,2020-12-10
13872,KB-RM-145,729.29,619.9,2020-12-10
13873,KB-RM-156,941.06,799.9,2020-12-10
13874,KB-RM-146,752.82,639.9,2020-12-10
13875,KB-RM-160,1352.82,1149.9,2020-12-10
13876,KB-RM-147,894.0,759.9,2020-12-10
13877,KB-RM-148,388.12,329.9,2020-12-10
13878,KB-RM-151,723.41,614.9,2020-12-10
13879,KB-RM-173,1011.65,859.9,2020-12-10
13880,KB-RM-154,1576.35,1339.9,2020-12-10
13881,KB-RM-170,661.53,562.3,2020-12-10
13882,KB-RM-166,1882.24,1599.9,2020-12-10
13883,KB-RM-157,1406.94,1195.9,2020-12-10
13884,KB-RM-172,611.65,519.9,2020-12-10
13885,KB-RM-158,1646.94,1399.9,2020-12-10
13886,KB-RM-159,732.82,622.9,2020-12-10
13887,KB-RM-164,1705.76,1449.9,2020-12-10
13888,KB-RM-639,3235.18,2749.9,2020-12-10
13889,KB-RM-184,1176.35,999.9,2020-12-10
13890,KB-RM-189,1470.47,1249.9,2020-12-10
13891,KB-RM-187,1135.18,964.9,2020-12-10
13892,KB-RM-188,870.47,739.9,2020-12-10
13893,KB-RM-199,988.12,839.9,2020-12-10
13894,KB-RM-195,1003.41,852.9,2020-12-10
13895,KB-RM-200,917.53,779.9,2020-12-10
13896,KB-RM-190,1294.0,1099.9,2020-12-10
13897,KB-RM-196,699.88,594.9,2020-12-10
13898,KB-RM-192,1823.41,1549.9,2020-12-10
13899,KB-RM-201,1529.29,1299.9,2020-12-10
13900,KB-RM-181,1411.65,1199.9,2020-12-10
13901,KB-RM-186,929.29,789.9,2020-12-10
13902,KB-RM-191,1058.71,899.9,2020-12-10
13903,KB-RM-203,1411.65,1199.9,2020-12-10
13904,KB-RM-197,799.88,679.9,2020-12-10
13905,KB-RM-183,1999.88,1699.9,2020-12-10
13906,KB-RM-711,927.53,788.4,2020-12-10
13907,KB-RM-205,1470.47,1249.9,2020-12-10
13908,KB-RM-204,1764.59,1499.9,2020-12-10
13909,KB-RM-202,799.88,679.9,2020-12-10
13910,KB-RM-194,905.76,769.9,2020-12-10
13911,KB-RM-207,788.12,669.9,2020-12-10
13912,KB-RM-206,729.29,619.9,2020-12-10
13913,KB-RM-208,646.94,549.9,2020-12-10
13914,KB-RM-209,3176.35,2699.9,2020-12-10
13915,KB-RM-225,317.53,269.9,2020-12-10
13916,KB-RM-217,411.65,349.9,2020-12-10
13917,KB-RM-218,376.35,319.9,2020-12-10
13918,KB-RM-226,341.06,289.9,2020-12-10
13919,KB-RM-212,358.71,304.9,2020-12-10
13920,KB-RM-210,598.71,508.9,2020-12-10
13921,KB-RM-223,646.94,549.9,2020-12-10
13922,KB-RM-211,611.65,519.9,2020-12-10
13923,KB-RM-227,588.12,499.9,2020-12-10
13924,KB-RM-216,388.12,329.9,2020-12-10
13925,KB-RM-215,299.88,254.9,2020-12-10
13926,KB-RM-214,341.06,289.9,2020-12-10
13927,KB-RM-222,423.41,359.9,2020-12-10
13928,KB-RM-213,494.0,419.9,2020-12-10
13929,KB-RM-221,670.47,569.9,2020-12-10
13930,KB-RM-220,611.65,519.9,2020-12-10
13931,KB-RM-219,623.41,529.9,2020-12-10
13932,KB-RM-230,188.12,159.9,2020-12-10
13933,KB-RM-231,292.82,248.9,2020-12-10
13934,KB-RM-229,376.35,319.9,2020-12-10
13935,KB-RM-228,588.12,499.9,2020-12-10
13936,KB-RM-669,3126.94,2657.9,2020-12-10
13937,KB-RM-289,235.18,199.9,2020-12-10
13938,KB-RM-344,1370.47,1164.9,2020-12-10
13939,KB-RM-258,566.94,481.9,2020-12-10
13940,KB-RM-301,435.18,369.9,2020-12-10
13941,KB-RM-308,705.76,599.9,2020-12-10
13942,KB-RM-306,1470.47,1249.9,2020-12-10
13943,KB-RM-266,941.06,799.9,2020-12-10
13944,KB-RM-250,282.24,239.9,2020-12-10
13945,KB-RM-268,3926.94,3337.9,2020-12-10
13946,KB-RM-253,999.88,849.9,2020-12-10
13947,KB-RM-297,205.76,174.9,2020-12-10
13948,KB-RM-255,882.24,749.9,2020-12-10
13949,KB-RM-312,711.65,604.9,2020-12-10
13950,KB-RM-299,411.65,349.9,2020-12-10
13951,KB-RM-259,2941.06,2499.9,2020-12-10
13952,KB-RM-317,2764.59,2349.9,2020-12-10
13953,KB-RM-240,1058.71,899.9,2020-12-10
13954,KB-RM-304,405.76,344.9,2020-12-10
13955,KB-RM-262,388.12,329.9,2020-12-10
13956,KB-RM-331,435.18,369.9,2020-12-10
13957,KB-RM-243,3882.24,3299.9,2020-12-10
13958,KB-RM-293,1588.12,1349.9,2020-12-10
13959,KB-RM-677,717.53,609.9,2020-12-10
13960,KB-RM-334,870.47,739.9,2020-12-10
13961,KB-RM-249,534.0,453.9,2020-12-10
13962,KB-RM-235,341.06,289.9,2020-12-10
13963,KB-RM-335,235.18,199.9,2020-12-10
13964,KB-RM-325,1176.35,999.9,2020-12-10
13965,KB-RM-339,2894.0,2459.9,2020-12-10
13966,KB-RM-254,470.47,399.9,2020-12-10
13967,KB-RM-340,352.82,299.9,2020-12-10
13968,KB-RM-256,409.29,347.9,2020-12-10
13969,KB-RM-291,205.76,174.9,2020-12-10
13970,KB-RM-257,3079.88,2617.9,2020-12-10
13971,KB-RM-667,941.06,799.9,2020-12-10
13972,KB-RM-242,258.71,219.9,2020-12-10
13973,KB-RM-330,735.18,624.9,2020-12-10
13974,KB-RM-332,743.41,631.9,2020-12-10
13975,KB-RM-295,1999.88,1699.9,2020-12-10
13976,KB-RM-281,494.0,419.9,2020-12-10
13977,KB-RM-665,470.47,399.9,2020-12-10
13978,KB-RM-333,388.12,329.9,2020-12-10
13979,KB-RM-661,564.59,479.9,2020-12-10
13980,KB-RM-284,1882.24,1599.9,2020-12-10
13981,KB-RM-326,241.06,204.9,2020-12-10
13982,KB-RM-286,1564.59,1329.9,2020-12-10
13983,KB-RM-338,1529.29,1299.9,2020-12-10
13984,KB-RM-270,2176.35,1849.9,2020-12-10
13985,KB-RM-328,411.65,349.9,2020-12-10
13986,KB-RM-238,352.82,299.9,2020-12-10
13987,KB-RM-782,199.88,169.9,2020-12-10
13988,KB-RM-343,6054.0,5145.9,2020-12-10
13989,KB-RM-273,1925.76,1636.9,2020-12-10
13990,KB-RM-713,870.47,739.9,2020-12-10
13991,KB-RM-241,804.59,683.9,2020-12-10
13992,KB-RM-323,3499.88,2974.9,2020-12-10
13993,KB-RM-246,1478.71,1256.9,2020-12-10
13994,KB-RM-248,1411.65,1199.9,2020-12-10
13995,KB-RM-282,1046.94,889.9,2020-12-10
13996,KB-RM-269,646.94,549.9,2020-12-10
13997,KB-RM-252,211.65,179.9,2020-12-10
13998,KB-RM-236,2117.53,1799.9,2020-12-10
13999,KB-RM-285,911.65,774.9,2020-12-10
14000,KB-RM-318,999.88,849.9,2020-12-10
14001,KB-RM-321,204.59,173.9,2020-12-10
14002,KB-RM-292,2082.24,1769.9,2020-12-10
14003,KB-RM-276,482.24,409.9,2020-12-10
14004,KB-RM-265,435.18,369.9,2020-12-10
14005,KB-RM-245,341.06,289.9,2020-12-10
14006,KB-RM-244,341.06,289.9,2020-12-10
14007,KB-RM-247,1470.47,1249.9,2020-12-10
14008,KB-RM-324,941.06,799.9,2020-12-10
14009,KB-RM-311,1023.41,869.9,2020-12-10
14010,KB-RM-316,839.88,713.9,2020-12-10
14011,KB-RM-251,788.12,669.9,2020-12-10
14012,KB-RM-305,964.59,819.9,2020-12-10
14013,KB-RM-275,746.94,634.9,2020-12-10
14014,KB-RM-750,823.41,699.9,2020-12-10
14015,KB-RM-664,2646.94,2249.9,2020-12-10
14016,KB-RM-280,752.82,639.9,2020-12-10
14017,KB-RM-314,941.06,799.9,2020-12-10
14018,KB-RM-315,3592.82,3053.9,2020-12-10
14019,KB-RM-239,258.71,219.9,2020-12-10
14020,KB-RM-272,211.65,179.9,2020-12-10
14021,KB-RM-320,1664.59,1414.9,2020-12-10
14022,KB-RM-319,1764.59,1499.9,2020-12-10
14023,KB-RM-277,423.41,359.9,2020-12-10
14024,KB-RM-263,882.24,749.9,2020-12-10
14025,KB-RM-233,476.35,404.9,2020-12-10
14026,KB-RM-671,3219.88,2736.9,2020-12-10
14027,KB-RM-234,1852.82,1574.9,2020-12-10
14028,KB-RM-327,2352.82,1999.9,2020-12-10
14029,KB-RM-310,241.06,204.9,2020-12-10
14030,KB-RM-267,917.53,779.9,2020-12-10
14031,KB-RM-296,576.35,489.9,2020-12-10
14032,KB-RM-329,517.53,439.9,2020-12-10
14033,KB-RM-271,1579.88,1342.9,2020-12-10
14034,KB-RM-261,423.41,359.9,2020-12-10
14035,KB-RM-302,222.24,188.9,2020-12-10
14036,KB-RM-274,219.88,186.9,2020-12-10
14037,KB-RM-303,823.41,699.9,2020-12-10
14038,KB-RM-294,846.94,719.9,2020-12-10
14039,KB-RM-307,1294.0,1099.9,2020-12-10
14040,KB-RM-278,746.94,634.9,2020-12-10
14041,KB-RM-337,1764.59,1499.9,2020-12-10
14042,KB-RM-309,445.76,378.9,2020-12-10
14043,KB-RM-279,2848.12,2420.9,2020-12-10
14044,KB-RM-336,2004.59,1703.9,2020-12-10
14045,KB-RM-313,1646.94,1399.9,2020-12-10
14046,KB-RM-342,399.88,339.9,2020-12-10
14047,KB-RM-341,1925.76,1636.9,2020-12-10
14048,KB-RM-283,1323.41,1124.9,2020-12-10
14049,KB-RM-345,443.41,376.9,2020-12-10
14050,KB-RM-368,446.94,379.9,2020-12-10
14051,KB-RM-362,352.82,299.9,2020-12-10
14052,KB-RM-365,223.41,189.9,2020-12-10
14053,KB-RM-359,411.65,349.9,2020-12-10
14054,KB-RM-367,399.88,339.9,2020-12-10
14055,KB-RM-364,611.65,519.9,2020-12-10
14056,KB-RM-361,376.35,319.9,2020-12-10
14057,KB-RM-366,218.71,185.9,2020-12-10
14058,KB-RM-363,411.65,349.9,2020-12-10
14059,KB-RM-349,517.53,439.9,2020-12-10
14060,KB-RM-346,211.65,179.9,2020-12-10
14061,KB-RM-347,122.24,103.9,2020-12-10
14062,KB-RM-356,188.12,159.9,2020-12-10
14063,KB-RM-355,376.35,319.9,2020-12-10
14064,KB-RM-360,423.41,359.9,2020-12-10
14065,KB-RM-351,399.88,339.9,2020-12-10
14066,KB-RM-358,694.0,589.9,2020-12-10
14067,KB-RM-353,217.53,184.9,2020-12-10
14068,KB-RM-350,405.76,344.9,2020-12-10
14069,KB-RM-352,114.0,96.9,2020-12-10
14070,KB-RM-354,191.65,162.9,2020-12-10
14071,KB-RM-371,170.47,144.9,2020-12-10
14072,KB-RM-374,294.0,249.9,2020-12-10
14073,KB-RM-370,546.94,464.9,2020-12-10
14074,KB-RM-375,1058.71,899.9,2020-12-10
14075,KB-RM-684,1294.0,1099.9,2020-12-10
14076,KB-RM-765,208.9,208.9,2020-12-10
14077,KB-RM-766,179.9,179.9,2020-12-10
14078,KB-RM-767,351.9,351.9,2020-12-10
14079,KB-RM-768,179.9,179.9,2020-12-10
14080,KB-RM-769,189.9,189.9,2020-12-10
14081,KB-RM-770,309.9,309.9,2020-12-10
14082,KB-RM-771,570.9,570.9,2020-12-10
14083,KB-RM-773,98.9,98.9,2020-12-10
14084,KB-RM-722,179.9,179.9,2020-12-10
14085,KB-RM-754,351.9,351.9,2020-12-10
14086,KB-RM-718,328.9,328.9,2020-12-10
14087,KB-RM-755,558.9,558.9,2020-12-10
14088,KB-RM-715,558.9,558.9,2020-12-10
14089,KB-RM-756,581.9,581.9,2020-12-10
14090,KB-RM-757,374.9,374.9,2020-12-10
14091,KB-RM-778,110.9,110.9,2020-12-10
14092,KB-RM-777,98.9,98.9,2020-12-10
14093,KB-RM-716,328.9,328.9,2020-12-10
14094,KB-RM-720,179.9,179.9,2020-12-10
14095,KB-RM-719,208.9,208.9,2020-12-10
14096,KB-RM-758,208.9,208.9,2020-12-10
14097,KB-RM-759,363.9,363.9,2020-12-10
14098,KB-RM-779,208.9,208.9,2020-12-10
14099,KB-RM-776,363.9,363.9,2020-12-10
14100,KB-RM-780,328.9,328.9,2020-12-10
14101,KB-RM-760,351.9,351.9,2020-12-10
14102,KB-RM-761,168.9,168.9,2020-12-10
14103,KB-RM-723,179.9,179.9,2020-12-10
14104,KB-RM-762,351.9,351.9,2020-12-10
14105,KB-RM-721,208.9,208.9,2020-12-10
14106,KB-RM-763,558.9,558.9,2020-12-10
14107,KB-RM-398,611.65,519.9,2020-12-10
14108,KB-RM-384,741.06,629.9,2020-12-10
14109,KB-RM-399,346.94,294.9,2020-12-10
14110,KB-RM-400,205.76,174.9,2020-12-10
14111,KB-RM-387,658.71,559.9,2020-12-10
14112,KB-RM-386,1176.35,999.9,2020-12-10
14113,KB-RM-405,329.29,279.9,2020-12-10
14114,KB-RM-389,458.71,389.9,2020-12-10
14115,KB-RM-394,1062.24,902.9,2020-12-10
14116,KB-RM-724,470.47,399.9,2020-12-10
14117,KB-RM-393,383.41,325.9,2020-12-10
14118,KB-RM-395,588.12,499.9,2020-12-10
14119,KB-RM-377,341.06,289.9,2020-12-10
14120,KB-RM-397,1411.65,1199.9,2020-12-10
14121,KB-RM-376,774.0,657.9,2020-12-10
14122,KB-RM-378,588.12,499.9,2020-12-10
14123,KB-RM-392,1479.88,1257.9,2020-12-10
14124,KB-RM-402,235.18,199.9,2020-12-10
14125,KB-RM-403,317.53,269.9,2020-12-10
14126,KB-RM-382,352.82,299.9,2020-12-10
14127,KB-RM-388,223.41,189.9,2020-12-10
14128,KB-RM-404,341.06,289.9,2020-12-10
14129,KB-RM-385,445.76,378.9,2020-12-10
14130,KB-RM-390,670.47,569.9,2020-12-10
14131,KB-RM-401,341.06,289.9,2020-12-10
14132,KB-RM-381,341.06,289.9,2020-12-10
14133,KB-RM-728,324.59,275.9,2020-12-10
14134,KB-RM-729,541.95,460.66,2020-12-10
14135,KB-RM-727,311.65,264.9,2020-12-10
14136,KB-RM-735,381.06,323.9,2020-12-10
14137,KB-RM-731,291.59,247.85,2020-12-10
14138,KB-RM-726,654.0,555.9,2020-12-10
14139,KB-RM-732,291.59,247.85,2020-12-10
14140,KB-RM-734,552.82,469.9,2020-12-10
14141,KB-RM-725,616.35,523.9,2020-12-10
14142,KB-RM-736,309.29,262.9,2020-12-10
14143,KB-RM-733,806.94,685.9,2020-12-10
14144,KB-RM-795,194.0,164.9,2020-12-10
14145,KB-RM-426,329.29,279.9,2020-12-10
14146,KB-RM-419,341.06,289.9,2020-12-10
14147,KB-RM-418,376.35,319.9,2020-12-10
14148,KB-RM-423,350.47,297.9,2020-12-10
14149,KB-RM-410,164.59,139.9,2020-12-10
14150,KB-RM-416,317.53,269.9,2020-12-10
14151,KB-RM-425,705.76,599.9,2020-12-10
14152,KB-RM-417,364.59,309.9,2020-12-10
14153,KB-RM-409,635.18,539.9,2020-12-10
14154,KB-RM-424,312.83,265.91,2020-12-10
14155,KB-RM-422,352.82,299.9,2020-12-10
14156,KB-RM-414,317.53,269.9,2020-12-10
14157,KB-RM-408,352.82,299.9,2020-12-10
14158,KB-RM-412,635.18,539.9,2020-12-10
14159,KB-RM-420,164.59,139.9,2020-12-10
14160,KB-RM-421,323.41,274.9,2020-12-10
14161,KB-RM-413,188.12,159.9,2020-12-10
14162,KB-RM-411,317.53,269.9,2020-12-10
14163,KB-RM-537,1588.12,1349.9,2020-12-10
14164,KB-RM-540,411.65,349.9,2020-12-10
14165,KB-RM-543,411.65,349.9,2020-12-10
14166,KB-RM-789,759.88,645.9,2020-12-10
14167,KB-RM-442,882.24,749.9,2020-12-10
14168,KB-RM-548,388.12,329.9,2020-12-10
14169,KB-RM-445,999.88,849.9,2020-12-10
14170,KB-RM-534,341.06,289.9,2020-12-10
14171,KB-RM-737,799.88,679.9,2020-12-10
14172,KB-RM-468,329.29,279.9,2020-12-10
14173,KB-RM-452,1206.95,1025.91,2020-12-10
14174,KB-RM-555,364.59,309.9,2020-12-10
14175,KB-RM-739,576.35,489.9,2020-12-10
14176,KB-RM-701,678.71,576.9,2020-12-10
14177,KB-RM-544,764.59,649.9,2020-12-10
14178,KB-RM-550,329.29,279.9,2020-12-10
14179,KB-RM-521,811.65,689.9,2020-12-10
14180,KB-RM-476,1501.06,1275.9,2020-12-10
14181,KB-RM-522,694.0,589.9,2020-12-10
14182,KB-RM-524,858.71,729.9,2020-12-10
14183,KB-RM-485,988.12,839.9,2020-12-10
14184,KB-RM-453,941.06,799.9,2020-12-10
14185,KB-RM-480,1235.18,1049.9,2020-12-10
14186,KB-RM-454,364.59,309.9,2020-12-10
14187,KB-RM-529,941.06,799.9,2020-12-10
14188,KB-RM-465,419.88,356.9,2020-12-10
14189,KB-RM-786,388.12,329.9,2020-12-10
14190,KB-RM-532,1646.94,1399.9,2020-12-10
14191,KB-RM-463,423.41,359.9,2020-12-10
14192,KB-RM-429,823.41,699.9,2020-12-10
14193,KB-RM-433,788.12,669.9,2020-12-10
14194,KB-RM-791,1372.82,1166.9,2020-12-10
14195,KB-RM-478,564.59,479.9,2020-12-10
14196,KB-RM-500,812.82,690.9,2020-12-10
14197,KB-RM-784,479.88,407.9,2020-12-10
14198,KB-RM-435,882.24,749.9,2020-12-10
14199,KB-RM-430,682.24,579.9,2020-12-10
14200,KB-RM-483,694.0,589.9,2020-12-10
14201,KB-RM-438,411.65,349.9,2020-12-10
14202,KB-RM-451,2117.53,1799.9,2020-12-10
14203,KB-RM-743,682.24,579.9,2020-12-10
14204,KB-RM-456,1529.29,1299.9,2020-12-10
14205,KB-RM-460,468.12,397.9,2020-12-10
14206,KB-RM-497,941.06,799.9,2020-12-10
14207,KB-RM-501,1117.53,949.9,2020-12-10
14208,KB-RM-507,741.06,629.9,2020-12-10
14209,KB-RM-504,588.12,499.9,2020-12-10
14210,KB-RM-437,623.41,529.9,2020-12-10
14211,KB-RM-508,1588.12,1349.9,2020-12-10
14212,KB-RM-509,411.65,349.9,2020-12-10
14213,KB-RM-439,752.82,639.9,2020-12-10
14214,KB-RM-471,399.88,339.9,2020-12-10
14215,KB-RM-472,376.35,319.9,2020-12-10
14216,KB-RM-551,1294.0,1099.9,2020-12-10
14217,KB-RM-474,770.47,654.9,2020-12-10
14218,KB-RM-475,458.71,389.9,2020-12-10
14219,KB-RM-554,1352.82,1149.9,2020-12-10
14220,KB-RM-469,426.94,362.9,2020-12-10
14221,KB-RM-477,390.47,331.9,2020-12-10
14222,KB-RM-785,644.59,547.9,2020-12-10
14223,KB-RM-481,705.76,599.9,2020-12-10
14224,KB-RM-489,1517.53,1289.9,2020-12-10
14225,KB-RM-741,685.76,582.9,2020-12-10
14226,KB-RM-742,423.41,359.9,2020-12-10
14227,KB-RM-526,1882.24,1599.9,2020-12-10
14228,KB-RM-491,1350.47,1147.9,2020-12-10
14229,KB-RM-744,424.59,360.9,2020-12-10
14230,KB-RM-535,752.82,639.9,2020-12-10
14231,KB-RM-496,1115.18,947.9,2020-12-10
14232,KB-RM-745,941.06,799.9,2020-12-10
14233,KB-RM-538,458.71,389.9,2020-12-10
14234,KB-RM-493,411.65,349.9,2020-12-10
14235,KB-RM-788,923.41,784.9,2020-12-10
14236,KB-RM-536,446.94,379.9,2020-12-10
14237,KB-RM-746,882.24,749.9,2020-12-10
14238,KB-RM-467,329.29,279.9,2020-12-10
14239,KB-RM-541,369.29,313.9,2020-12-10
14240,KB-RM-448,411.65,349.9,2020-12-10
14241,KB-RM-539,1646.94,1399.9,2020-12-10
14242,KB-RM-545,341.06,289.9,2020-12-10
14243,KB-RM-542,1176.35,999.9,2020-12-10
14244,KB-RM-470,726.94,617.9,2020-12-10
14245,KB-RM-511,658.71,559.9,2020-12-10
14246,KB-RM-473,611.65,519.9,2020-12-10
14247,KB-RM-546,611.65,519.9,2020-12-10
14248,KB-RM-547,435.18,369.9,2020-12-10
14249,KB-RM-428,823.41,699.9,2020-12-10
14250,KB-RM-514,776.35,659.9,2020-12-10
14251,KB-RM-549,646.94,549.9,2020-12-10
14252,KB-RM-515,648.12,550.9,2020-12-10
14253,KB-RM-443,564.59,479.9,2020-12-10
14254,KB-RM-447,646.94,549.9,2020-12-10
14255,KB-RM-517,823.41,699.9,2020-12-10
14256,KB-RM-520,730.47,620.9,2020-12-10
14257,KB-RM-790,1249.29,1061.9,2020-12-10
14258,KB-RM-487,379.88,322.9,2020-12-10
14259,KB-RM-525,446.94,379.9,2020-12-10
14260,KB-RM-519,364.59,309.9,2020-12-10
14261,KB-RM-523,464.59,394.9,2020-12-10
14262,KB-RM-490,352.82,299.9,2020-12-10
14263,KB-RM-457,399.88,339.9,2020-12-10
14264,KB-RM-492,896.35,761.9,2020-12-10
14265,KB-RM-488,299.88,254.9,2020-12-10
14266,KB-RM-458,346.94,294.9,2020-12-10
14267,KB-RM-528,529.29,449.9,2020-12-10
14268,KB-RM-787,1376.35,1169.9,2020-12-10
14269,KB-RM-495,835.18,709.9,2020-12-10
14270,KB-RM-531,494.0,419.9,2020-12-10
14271,KB-RM-533,529.29,449.9,2020-12-10
14272,KB-RM-498,823.41,699.9,2020-12-10
14273,KB-RM-464,823.41,699.9,2020-12-10
14274,KB-RM-530,788.12,669.9,2020-12-10
14275,KB-RM-455,881.06,748.9,2020-12-10
14276,KB-RM-502,788.12,669.9,2020-12-10
14277,KB-RM-499,705.76,599.9,2020-12-10
14278,KB-RM-431,709.29,602.9,2020-12-10
14279,KB-RM-459,441.06,374.9,2020-12-10
14280,KB-RM-434,658.71,559.9,2020-12-10
14281,KB-RM-783,417.53,354.9,2020-12-10
14282,KB-RM-462,435.18,369.9,2020-12-10
14283,KB-RM-510,1611.65,1369.9,2020-12-10
14284,KB-RM-506,388.12,329.9,2020-12-10
14285,KB-RM-796,1235.18,1049.9,2020-12-10
14286,KB-RM-440,741.06,629.9,2020-12-10
14287,KB-RM-556,976.35,829.9,2020-12-10
14288,KB-RM-595,334.0,283.9,2020-12-10
14289,KB-RM-609,574.0,487.9,2020-12-10
14290,KB-RM-110,1764.59,1499.9,2020-12-10
14291,KB-RM-113,1729.29,1469.9,2020-12-10
14292,KB-RM-564,725.76,616.9,2020-12-10
14293,KB-RM-587,2823.41,2399.9,2020-12-10
14294,KB-RM-624,901.06,765.9,2020-12-10
14295,KB-RM-611,218.71,185.9,2020-12-10
14296,KB-RM-53,1352.82,1149.9,2020-12-10
14297,KB-RM-625,1097.53,932.9,2020-12-10
14298,KB-RM-90,388.12,329.9,2020-12-10
14299,KB-RM-29,999.88,849.9,2020-12-10
14300,KB-RM-76,682.24,579.9,2020-12-10
14301,KB-RM-597,3999.88,3399.9,2020-12-10
14302,KB-RM-66,1999.88,1699.9,2020-12-10
14303,KB-RM-576,1883.41,1600.9,2020-12-10
14304,KB-RM-601,2764.59,2349.9,2020-12-10
14305,KB-RM-621,735.18,624.9,2020-12-10
14306,KB-RM-603,1443.41,1226.9,2020-12-10
14307,KB-RM-772,448.12,380.9,2020-12-10
14308,KB-RM-78,1048.12,890.9,2020-12-10
14309,KB-RM-558,194.0,164.9,2020-12-10
14310,KB-RM-792,2892.82,2458.9,2020-12-10
14311,KB-RM-619,1411.65,1199.9,2020-12-10
14312,KB-RM-38,194.0,164.9,2020-12-10
14313,KB-RM-6,682.24,579.9,2020-12-10
14314,KB-RM-622,1255.18,1066.9,2020-12-10
14315,KB-RM-616,321.06,272.9,2020-12-10
14316,KB-RM-612,1823.41,1549.9,2020-12-10
14317,KB-RM-607,1529.29,1299.9,2020-12-10
14318,KB-RM-578,676.35,574.9,2020-12-10
14319,KB-RM-592,1454.0,1235.9,2020-12-10
14320,KB-RM-37,341.06,289.9,2020-12-10
14321,KB-RM-618,625.76,531.9,2020-12-10
14322,KB-RM-748,411.65,349.9,2020-12-10
14323,KB-RM-27,364.59,309.9,2020-12-10
14324,KB-RM-56,738.71,627.9,2020-12-10
14325,KB-RM-138,999.88,849.9,2020-12-10
14326,KB-RM-599,995.18,845.9,2020-12-10
14327,KB-RM-593,211.65,179.9,2020-12-10
