,code,cartao,boleto,data
25779,KB-GP-117,1529.29,1299.9,2020-12-17
25780,KB-GP-324,2141.06,1819.9,2020-12-17
25781,KB-GP-120,1764.59,1499.9,2020-12-17
25782,KB-GP-297,16294.0,13849.9,2020-12-17
25783,KB-GP-325,2023.41,1719.9,2020-12-17
25784,KB-GP-292,1882.24,1599.9,2020-12-17
25785,KB-GP-299,4588.12,3899.9,2020-12-17
25786,KB-GP-113,2482.24,2109.9,2020-12-17
25787,KB-GP-301,258.71,219.9,2020-12-17
25788,KB-GP-315,1458.71,1239.9,2020-12-17
25789,KB-GP-465,764.59,649.9,2020-12-17
25790,KB-GP-93,1846.94,1569.9,2020-12-17
25791,KB-GP-464,6588.12,5599.9,2020-12-17
25792,KB-GP-121,2294.0,1949.9,2020-12-17
25793,KB-GP-332,766.56,689.9,2020-12-17
25794,KB-GP-415,4764.59,4049.9,2020-12-17
25795,KB-GP-119,1646.94,1399.9,2020-12-17
25796,KB-GP-314,8819.88,7496.9,2020-12-17
25797,KB-GP-304,2929.29,2489.9,2020-12-17
25798,KB-GP-326,8614.0,7321.9,2020-12-17
25799,KB-GP-97,3058.71,2599.9,2020-12-17
25800,KB-GP-312,7294.0,6199.9,2020-12-17
25801,KB-GP-295,1811.65,1539.9,2020-12-17
25802,KB-GP-110,3601.06,3060.9,2020-12-17
25803,KB-GP-316,1077.53,915.9,2020-12-17
25804,KB-GP-105,2705.76,2299.9,2020-12-17
25805,KB-GP-317,1176.35,999.9,2020-12-17
25806,KB-GP-328,1411.65,1199.9,2020-12-17
25807,KB-GP-321,5058.71,4299.9,2020-12-17
25808,KB-GP-320,1929.29,1639.9,2020-12-17
25809,KB-GP-126,1529.29,1299.9,2020-12-17
25810,KB-GP-323,4823.41,4099.9,2020-12-17
25811,KB-GP-322,726.36,617.41,2020-12-17
25812,KB-GP-416,4588.12,3899.9,2020-12-17
25813,KB-GP-106,3588.12,3049.9,2020-12-17
25814,KB-GP-101,2352.82,1999.9,2020-12-17
25815,KB-GP-307,1729.29,1469.9,2020-12-17
25816,KB-GP-108,2658.71,2259.9,2020-12-17
25817,KB-GP-129,705.76,599.9,2020-12-17
25818,KB-GP-466,1591.91,1353.12,2020-12-17
25819,KB-GP-114,2705.76,2299.9,2020-12-17
25820,KB-GP-313,2294.0,1949.9,2020-12-17
25821,KB-GP-327,1646.94,1399.9,2020-12-17
25822,KB-GP-98,1705.76,1449.9,2020-12-17
25823,KB-GP-288,1294.0,1099.9,2020-12-17
25824,KB-GP-329,1646.94,1399.9,2020-12-17
25825,KB-GP-102,3858.71,3279.9,2020-12-17
25826,KB-GP-418,4470.47,3799.9,2020-12-17
25827,KB-GP-333,823.41,699.9,2020-12-17
25828,KB-GP-148,3616.35,3073.9,2020-12-17
25829,KB-GP-140,10774.0,9157.9,2020-12-17
25830,KB-GP-334,1011.65,859.9,2020-12-17
25831,KB-GP-343,5517.53,4689.9,2020-12-17
25832,KB-GP-156,2764.59,2349.9,2020-12-17
25833,KB-GP-489,5882.24,4999.9,2020-12-17
25834,KB-GP-139,1659.88,1410.9,2020-12-17
25835,KB-GP-344,7058.71,5999.9,2020-12-17
25836,KB-GP-419,4658.71,3959.9,2020-12-17
25837,KB-GP-339,782.24,664.9,2020-12-17
25838,KB-GP-341,1176.35,999.9,2020-12-17
25839,KB-GP-441,588.12,499.9,2020-12-17
25840,KB-GP-340,1411.65,1199.9,2020-12-17
25841,KB-GP-348,5882.24,4999.9,2020-12-17
25842,KB-GP-158,2235.18,1899.9,2020-12-17
25843,KB-GP-142,1176.35,999.9,2020-12-17
25844,KB-GP-155,3877.53,3295.9,2020-12-17
25845,KB-GP-345,1176.35,999.9,2020-12-17
25846,KB-GP-134,2649.29,2251.9,2020-12-17
25847,KB-GP-467,361.06,306.9,2020-12-17
25848,KB-GP-336,5611.65,4769.9,2020-12-17
25849,KB-GP-335,15705.76,13349.9,2020-12-17
25850,KB-GP-136,3294.0,2799.9,2020-12-17
25851,KB-GP-349,2882.24,2449.9,2020-12-17
25852,KB-GP-468,235.18,199.9,2020-12-17
25853,KB-GP-350,647.64,550.49,2020-12-17
25854,KB-GP-354,1151.65,978.9,2020-12-17
25855,KB-GP-469,388.12,329.9,2020-12-17
25856,KB-GP-352,941.06,799.9,2020-12-17
25857,KB-GP-167,3529.29,2999.9,2020-12-17
25858,KB-GP-472,8526.94,7247.9,2020-12-17
25859,KB-GP-356,10588.12,8999.9,2020-12-17
25860,KB-GP-171,6623.41,5629.9,2020-12-17
25861,KB-GP-172,9341.06,7939.9,2020-12-17
25862,KB-GP-470,505.76,429.9,2020-12-17
25863,KB-GP-471,6446.94,5479.9,2020-12-17
25864,KB-GP-176,1529.29,1299.9,2020-12-17
25865,KB-GP-358,1302.24,1106.9,2020-12-17
25866,KB-GP-168,2823.41,2399.9,2020-12-17
25867,KB-GP-169,4576.35,3889.9,2020-12-17
25868,KB-GP-359,2152.82,1829.9,2020-12-17
25869,KB-GP-360,1411.65,1199.9,2020-12-17
25870,KB-GP-362,2211.65,1879.9,2020-12-17
25871,KB-GP-361,1929.29,1639.9,2020-12-17
25872,KB-GP-180,3294.0,2799.9,2020-12-17
25873,KB-GP-363,941.06,799.9,2020-12-17
25874,KB-GP-364,3335.18,2834.9,2020-12-17
25875,KB-GP-183,1588.12,1349.9,2020-12-17
25876,KB-GP-188,1882.24,1599.9,2020-12-17
25877,KB-GP-189,3529.29,2999.9,2020-12-17
25878,KB-GP-365,1732.82,1472.9,2020-12-17
25879,KB-GP-366,5646.94,4799.9,2020-12-17
25880,KB-GP-367,1294.0,1099.9,2020-12-17
25881,KB-GP-192,2470.47,2099.9,2020-12-17
25882,KB-GP-368,882.24,749.9,2020-12-17
25883,KB-GP-474,2406.91,2045.87,2020-12-17
25884,KB-GP-190,1870.47,1589.9,2020-12-17
25885,KB-GP-191,3646.94,3099.9,2020-12-17
25886,KB-GP-475,1111.0,999.9,2020-12-17
25887,KB-GP-184,2823.41,2399.9,2020-12-17
25888,KB-GP-194,3882.24,3299.9,2020-12-17
25889,KB-GP-185,1801.06,1530.9,2020-12-17
25890,KB-GP-370,484.59,411.9,2020-12-17
25891,KB-GP-478,266.94,226.9,2020-12-17
25892,KB-GP-196,2470.47,2099.9,2020-12-17
25893,KB-GP-372,3764.59,3199.9,2020-12-17
25894,KB-GP-450,1388.12,1179.9,2020-12-17
25895,KB-GP-375,2235.18,1899.9,2020-12-17
25896,KB-GP-408,3529.29,2999.9,2020-12-17
25897,KB-GP-377,2117.53,1799.9,2020-12-17
25898,KB-GP-477,1058.71,899.9,2020-12-17
25899,KB-GP-376,3411.65,2899.9,2020-12-17
25900,KB-GP-198,2235.18,1899.9,2020-12-17
25901,KB-GP-481,976.35,829.9,2020-12-17
25902,KB-GP-202,1317.53,1119.9,2020-12-17
25903,KB-GP-382,1411.65,1199.9,2020-12-17
25904,KB-GP-203,4023.41,3419.9,2020-12-17
25905,KB-GP-483,7112.82,6045.9,2020-12-17
25906,KB-GP-207,2823.41,2399.9,2020-12-17
25907,KB-GP-479,555.18,471.9,2020-12-17
25908,KB-GP-386,905.76,769.9,2020-12-17
25909,KB-GP-379,1529.29,1299.9,2020-12-17
25910,KB-GP-387,694.0,624.6,2020-12-17
25911,KB-GP-391,2065.76,1755.9,2020-12-17
25912,KB-GP-201,3635.18,3089.9,2020-12-17
25913,KB-GP-204,2352.82,1999.9,2020-12-17
25914,KB-GP-199,2658.71,2259.9,2020-12-17
25915,KB-GP-395,6588.12,5599.9,2020-12-17
25916,KB-GP-206,3352.82,2849.9,2020-12-17
25917,KB-GP-200,1411.65,1199.9,2020-12-17
25918,KB-GP-480,725.76,616.9,2020-12-17
25919,KB-GP-380,1418.71,1205.9,2020-12-17
25920,KB-GP-482,517.89,440.21,2020-12-17
25921,KB-HD-1,423.41,359.9,2020-12-17
25922,KB-HD-0,558.71,474.9,2020-12-17
25923,KB-HD-5,376.35,319.9,2020-12-17
25924,KB-HD-4,705.76,599.9,2020-12-17
25925,KB-HD-6,388.12,329.9,2020-12-17
25926,KB-HD-3,835.18,709.9,2020-12-17
25927,KB-HD-2,576.35,489.9,2020-12-17
25928,KB-HD-16,782.24,664.9,2020-12-17
25929,KB-HD-8,972.82,826.9,2020-12-17
25930,KB-HD-14,3105.76,2639.9,2020-12-17
25931,KB-HD-10,1176.35,999.9,2020-12-17
25932,KB-HD-9,2588.12,2199.9,2020-12-17
25933,KB-HD-7,4352.82,3699.9,2020-12-17
25934,KB-HD-12,2285.76,1942.9,2020-12-17
25935,KB-HD-13,988.12,839.9,2020-12-17
25936,KB-HD-21,2895.18,2460.9,2020-12-17
25937,KB-HD-18,344.59,292.9,2020-12-17
25938,KB-HD-17,470.47,399.9,2020-12-17
25939,KB-HD-15,623.41,529.9,2020-12-17
25940,KB-HD-19,941.06,799.9,2020-12-17
25941,KB-HD-22,1846.94,1569.9,2020-12-17
25942,KB-HD-11,1766.94,1501.9,2020-12-17
25943,KB-HD-23,2218.71,1885.9,2020-12-17
25944,KB-MB-17,3529.29,2999.9,2020-12-17
25945,KB-MB-0,1176.35,999.9,2020-12-17
25946,KB-MB-3,1410.59,1199.0,2020-12-17
25947,KB-MB-347,1176.35,999.9,2020-12-17
25948,KB-MB-10,1834.12,1559.0,2020-12-17
25949,KB-MB-5,2341.06,1989.9,2020-12-17
25950,KB-MB-12,1529.29,1299.9,2020-12-17
25951,KB-MB-6,2823.41,2399.9,2020-12-17
25952,KB-MB-11,1411.65,1199.9,2020-12-17
25953,KB-MB-14,2705.76,2299.9,2020-12-17
25954,KB-MB-15,1470.47,1249.9,2020-12-17
25955,KB-MB-16,6588.12,5599.9,2020-12-17
25956,KB-MB-29,2823.41,2399.9,2020-12-17
25957,KB-MB-31,3058.71,2599.9,2020-12-17
25958,KB-MB-20,2588.12,2199.9,2020-12-17
25959,KB-MB-25,12991.65,11042.9,2020-12-17
25960,KB-MB-21,4117.53,3499.9,2020-12-17
25961,KB-MB-30,3176.35,2699.9,2020-12-17
25962,KB-MB-9,1811.65,1539.9,2020-12-17
25963,KB-MB-26,1005.77,854.9,2020-12-17
25964,KB-MB-1,941.06,799.9,2020-12-17
25965,KB-MB-27,3294.0,2799.9,2020-12-17
25966,KB-MB-2,1764.59,1499.9,2020-12-17
25967,KB-MB-262,617.53,524.9,2020-12-17
25968,KB-MB-59,741.06,629.9,2020-12-17
25969,KB-MB-40,2470.47,2099.9,2020-12-17
25970,KB-MB-250,1529.29,1299.9,2020-12-17
25971,KB-MB-41,1764.59,1499.9,2020-12-17
25972,KB-MB-34,2823.41,2399.9,2020-12-17
25973,KB-MB-259,1294.0,1099.9,2020-12-17
25974,KB-MB-36,2785.76,2367.9,2020-12-17
25975,KB-MB-53,623.41,529.9,2020-12-17
25976,KB-MB-37,705.76,599.9,2020-12-17
25977,KB-MB-54,1058.71,899.9,2020-12-17
25978,KB-MB-39,823.41,699.9,2020-12-17
25979,KB-MB-58,1001.06,850.9,2020-12-17
25980,KB-MB-68,4235.18,3599.9,2020-12-17
25981,KB-MB-50,1999.88,1699.9,2020-12-17
25982,KB-MB-43,882.24,749.9,2020-12-17
25983,KB-MB-45,1870.47,1589.9,2020-12-17
25984,KB-MB-62,823.41,699.9,2020-12-17
25985,KB-MB-64,705.76,599.9,2020-12-17
25986,KB-MB-47,3364.59,2859.9,2020-12-17
25987,KB-MB-65,588.12,499.9,2020-12-17
25988,KB-MB-48,552.82,469.9,2020-12-17
25989,KB-MB-49,1317.53,1119.9,2020-12-17
25990,KB-MB-60,1529.29,1299.9,2020-12-17
25991,KB-MB-52,3481.06,2958.9,2020-12-17
25992,KB-MB-42,1152.82,979.9,2020-12-17
25993,KB-MB-33,670.47,569.9,2020-12-17
25994,KB-MB-55,1719.88,1461.9,2020-12-17
25995,KB-MB-35,1882.24,1599.9,2020-12-17
25996,KB-MB-56,2529.29,2149.9,2020-12-17
25997,KB-MB-57,911.65,774.9,2020-12-17
25998,KB-MB-334,1512.82,1285.9,2020-12-17
25999,KB-MB-264,1077.53,915.9,2020-12-17
26000,KB-MB-63,1882.24,1599.9,2020-12-17
26001,KB-MB-51,1164.59,989.9,2020-12-17
26002,KB-MB-265,4058.71,3449.9,2020-12-17
26003,KB-MB-44,646.94,549.9,2020-12-17
26004,KB-MB-266,2246.94,1909.9,2020-12-17
26005,KB-MB-46,1294.0,1099.9,2020-12-17
26006,KB-MB-66,2034.0,1728.9,2020-12-17
26007,KB-MB-67,823.41,699.9,2020-12-17
26008,KB-MB-123,1999.88,1699.9,2020-12-17
26009,KB-MB-92,682.24,579.9,2020-12-17
26010,KB-MB-125,623.41,529.9,2020-12-17
26011,KB-MB-94,705.76,599.9,2020-12-17
26012,KB-MB-69,623.41,529.9,2020-12-17
26013,KB-MB-127,705.76,599.9,2020-12-17
26014,KB-MB-96,1364.59,1159.9,2020-12-17
26015,KB-MB-128,1588.12,1349.9,2020-12-17
26016,KB-MB-98,905.76,769.9,2020-12-17
26017,KB-MB-129,3870.47,3289.9,2020-12-17
26018,KB-MB-101,3882.24,3299.9,2020-12-17
26019,KB-MB-131,2211.65,1879.9,2020-12-17
26020,KB-MB-132,2894.0,2459.9,2020-12-17
26021,KB-MB-71,1823.41,1549.9,2020-12-17
26022,KB-MB-74,1741.06,1479.9,2020-12-17
26023,KB-MB-338,2352.82,1999.9,2020-12-17
26024,KB-MB-354,1514.0,1286.9,2020-12-17
26025,KB-MB-134,705.76,599.9,2020-12-17
26026,KB-MB-339,1734.0,1473.9,2020-12-17
26027,KB-MB-355,823.41,699.9,2020-12-17
26028,KB-MB-106,1646.94,1399.9,2020-12-17
26029,KB-MB-357,994.0,844.9,2020-12-17
26030,KB-MB-87,5292.94,4499.0,2020-12-17
26031,KB-MB-358,5319.88,4521.9,2020-12-17
26032,KB-MB-89,1646.94,1399.9,2020-12-17
26033,KB-MB-340,682.24,579.9,2020-12-17
26034,KB-MB-91,705.76,599.9,2020-12-17
26035,KB-MB-341,8498.71,7223.9,2020-12-17
26036,KB-MB-93,1494.0,1269.9,2020-12-17
26037,KB-MB-113,1055.18,896.9,2020-12-17
26038,KB-MB-77,6823.41,5799.9,2020-12-17
26039,KB-MB-115,1005.76,854.9,2020-12-17
26040,KB-MB-79,2776.35,2359.9,2020-12-17
26041,KB-MB-117,3058.71,2599.9,2020-12-17
26042,KB-MB-80,1917.53,1629.9,2020-12-17
26043,KB-MB-82,1670.47,1419.9,2020-12-17
26044,KB-MB-120,4705.76,3999.9,2020-12-17
26045,KB-MB-121,3999.88,3399.9,2020-12-17
26046,KB-MB-99,2294.0,1949.9,2020-12-17
26047,KB-MB-102,1082.24,919.9,2020-12-17
26048,KB-MB-75,705.76,599.9,2020-12-17
26049,KB-MB-124,1294.0,1099.9,2020-12-17
26050,KB-MB-70,917.53,779.9,2020-12-17
26051,KB-MB-108,4705.76,3999.9,2020-12-17
26052,KB-MB-359,1422.24,1208.9,2020-12-17
26053,KB-MB-276,3999.88,3399.9,2020-12-17
26054,KB-MB-110,588.12,499.9,2020-12-17
26055,KB-MB-76,623.41,529.9,2020-12-17
26056,KB-MB-336,1529.29,1299.9,2020-12-17
26057,KB-MB-130,940.0,799.0,2020-12-17
26058,KB-MB-337,1411.65,1199.9,2020-12-17
26059,KB-MB-73,775.18,658.9,2020-12-17
26060,KB-MB-100,1326.94,1127.9,2020-12-17
26061,KB-MB-95,4705.76,3999.9,2020-12-17
26062,KB-MB-133,6469.41,5499.0,2020-12-17
26063,KB-MB-97,2823.41,2399.9,2020-12-17
26064,KB-MB-86,3529.29,2999.9,2020-12-17
26065,KB-MB-116,1882.24,1599.9,2020-12-17
26066,KB-MB-88,1764.59,1499.9,2020-12-17
26067,KB-MB-118,1411.65,1199.9,2020-12-17
26068,KB-MB-119,823.41,699.9,2020-12-17
26069,KB-MB-126,1176.35,999.9,2020-12-17
26070,KB-MB-360,1254.0,1065.9,2020-12-17
26071,KB-MB-103,3294.0,2799.9,2020-12-17
26072,KB-MB-105,704.71,599.0,2020-12-17
26073,KB-MB-78,552.82,469.9,2020-12-17
26074,KB-MB-107,646.94,549.9,2020-12-17
26075,KB-MB-109,1176.35,999.9,2020-12-17
26076,KB-MB-81,4704.71,3999.0,2020-12-17
26077,KB-MB-111,1294.0,1099.9,2020-12-17
26078,KB-MB-268,1999.88,1699.9,2020-12-17
26079,KB-MB-112,3882.24,3299.9,2020-12-17
26080,KB-MB-84,3705.76,3149.9,2020-12-17
26081,KB-MB-114,2352.82,1999.9,2020-12-17
26082,KB-MB-135,670.47,569.9,2020-12-17
26083,KB-MB-136,823.41,699.9,2020-12-17
26084,KB-MB-165,776.35,659.9,2020-12-17
26085,KB-MB-141,1058.71,899.9,2020-12-17
26086,KB-MB-143,5299.88,4504.9,2020-12-17
26087,KB-MB-168,623.41,529.9,2020-12-17
26088,KB-MB-169,623.41,529.9,2020-12-17
26089,KB-MB-171,976.35,829.9,2020-12-17
26090,KB-MB-172,4075.18,3463.9,2020-12-17
26091,KB-MB-144,1576.35,1339.9,2020-12-17
26092,KB-MB-195,2588.12,2199.9,2020-12-17
26093,KB-MB-307,823.41,699.9,2020-12-17
26094,KB-MB-146,1058.71,899.9,2020-12-17
26095,KB-MB-159,5882.24,4999.9,2020-12-17
26096,KB-MB-149,705.76,599.9,2020-12-17
26097,KB-MB-151,941.06,799.9,2020-12-17
26098,KB-MB-155,823.41,699.9,2020-12-17
26099,KB-MB-163,1646.94,1399.9,2020-12-17
26100,KB-MB-183,705.76,599.9,2020-12-17
26101,KB-MB-185,1292.94,1099.0,2020-12-17
26102,KB-MB-188,941.06,799.9,2020-12-17
26103,KB-MB-161,4704.71,3999.0,2020-12-17
26104,KB-MB-138,646.94,549.9,2020-12-17
26105,KB-MB-189,623.41,529.9,2020-12-17
26106,KB-MB-162,2235.18,1899.9,2020-12-17
26107,KB-MB-190,764.59,649.9,2020-12-17
26108,KB-MB-191,16470.47,13999.9,2020-12-17
26109,KB-MB-175,4176.35,3549.9,2020-12-17
26110,KB-MB-166,3399.88,2889.9,2020-12-17
26111,KB-MB-137,1764.59,1499.9,2020-12-17
26112,KB-MB-167,705.76,599.9,2020-12-17
26113,KB-MB-178,2117.53,1799.9,2020-12-17
26114,KB-MB-353,846.94,719.9,2020-12-17
26115,KB-MB-179,3058.71,2599.9,2020-12-17
26116,KB-MB-170,611.65,519.9,2020-12-17
26117,KB-MB-180,1035.18,879.9,2020-12-17
26118,KB-MB-174,799.88,679.9,2020-12-17
26119,KB-MB-320,635.18,539.9,2020-12-17
26120,KB-MB-199,1058.71,899.9,2020-12-17
26121,KB-MB-176,1975.18,1678.9,2020-12-17
26122,KB-MB-200,3011.65,2559.9,2020-12-17
26123,KB-MB-202,729.29,619.9,2020-12-17
26124,KB-MB-177,8235.18,6999.9,2020-12-17
26125,KB-MB-139,564.59,479.9,2020-12-17
26126,KB-MB-343,446.94,379.9,2020-12-17
26127,KB-MB-344,705.76,599.9,2020-12-17
26128,KB-MB-158,823.41,699.9,2020-12-17
26129,KB-MB-182,976.35,829.9,2020-12-17
26130,KB-MB-316,764.59,649.9,2020-12-17
26131,KB-MB-140,541.06,459.9,2020-12-17
26132,KB-MB-184,470.47,399.9,2020-12-17
26133,KB-MB-349,729.29,619.9,2020-12-17
26134,KB-MB-187,646.94,549.9,2020-12-17
26135,KB-MB-153,635.18,539.9,2020-12-17
26136,KB-MB-193,2117.53,1799.9,2020-12-17
26137,KB-MB-147,941.06,799.9,2020-12-17
26138,KB-MB-150,623.41,529.9,2020-12-17
26139,KB-MB-293,6235.18,5299.9,2020-12-17
26140,KB-MB-154,646.94,549.9,2020-12-17
26141,KB-MB-156,2352.82,1999.9,2020-12-17
26142,KB-MB-194,1035.18,879.9,2020-12-17
26143,KB-MB-142,15882.24,13499.9,2020-12-17
26144,KB-MB-198,858.71,729.9,2020-12-17
26145,KB-MB-173,1999.88,1699.9,2020-12-17
26146,KB-MB-210,646.94,549.9,2020-12-17
26147,KB-MB-226,3058.71,2599.9,2020-12-17
26148,KB-MB-221,1764.59,1499.9,2020-12-17
26149,KB-MB-222,1164.59,989.9,2020-12-17
26150,KB-MB-223,705.76,599.9,2020-12-17
26151,KB-MB-217,1999.88,1699.9,2020-12-17
26152,KB-MB-219,1529.29,1299.9,2020-12-17
26153,KB-MB-218,646.94,549.9,2020-12-17
26154,KB-MB-227,2350.47,1997.9,2020-12-17
26155,KB-MB-228,1588.12,1349.9,2020-12-17
26156,KB-MB-224,1970.47,1674.9,2020-12-17
26157,KB-MB-229,999.88,849.9,2020-12-17
26158,KB-MB-230,588.12,499.9,2020-12-17
26159,KB-MB-212,5882.24,4999.9,2020-12-17
26160,KB-MB-204,2117.53,1799.9,2020-12-17
26161,KB-MB-205,1411.65,1199.9,2020-12-17
26162,KB-MB-231,1757.53,1493.9,2020-12-17
26163,KB-MB-206,823.41,699.9,2020-12-17
26164,KB-MB-208,588.12,499.9,2020-12-17
26165,KB-MB-233,1858.71,1579.9,2020-12-17
26166,KB-MB-220,3528.24,2999.0,2020-12-17
26167,KB-MB-213,1999.88,1699.9,2020-12-17
26168,KB-MB-214,1164.59,989.9,2020-12-17
26169,KB-MB-215,694.0,589.9,2020-12-17
26170,KB-MB-209,2117.53,1799.9,2020-12-17
26171,KB-MB-211,1588.12,1349.9,2020-12-17
26172,KB-MB-345,721.0,721.0,2020-12-17
26173,KB-MB-346,844.0,844.0,2020-12-17
26174,KB-MB-235,2352.82,1999.9,2020-12-17
26175,KB-MB-241,2588.12,2199.9,2020-12-17
26176,KB-MB-240,1036.35,880.9,2020-12-17
26177,KB-MB-237,2457.65,2089.0,2020-12-17
26178,KB-MB-238,1328.12,1128.9,2020-12-17
26179,KB-MB-239,2235.18,1899.9,2020-12-17
26180,KB-MB-8,2234.12,1899.0,2020-12-17
26181,KB-MB-236,1176.35,999.9,2020-12-17
26182,KB-MB-13,1151.76,979.0,2020-12-17
26183,KB-MB-18,1528.24,1299.0,2020-12-17
26184,KB-MB-243,1918.78,1726.9,2020-12-17
26185,KB-MB-244,1882.24,1599.9,2020-12-17
26186,KB-MB-22,2704.71,2299.0,2020-12-17
26187,KB-MB-24,1058.71,899.9,2020-12-17
26188,KB-MB-23,2117.53,1799.9,2020-12-17
26189,KB-MB-19,1176.35,999.9,2020-12-17
26190,KB-MB-242,1882.24,1599.9,2020-12-17
26191,KB-MB-234,2351.76,1999.0,2020-12-17
26192,KB-MB-245,3096.35,2631.9,2020-12-17
26193,KB-MB-28,2352.82,1999.9,2020-12-17
26194,KB-MB-4,1023.41,869.9,2020-12-17
26195,KB-MB-32,1881.18,1599.0,2020-12-17
26196,KB-MB-7,3882.24,3299.9,2020-12-17
26197,KB-MB-38,1529.29,1299.9,2020-12-17
26198,KB-MB-257,1176.35,999.9,2020-12-17
26199,KB-MB-258,689.29,585.9,2020-12-17
26200,KB-MB-249,188.12,159.9,2020-12-17
26201,KB-MB-254,1411.65,1199.9,2020-12-17
26202,KB-MB-261,1031.65,876.9,2020-12-17
26203,KB-MB-255,348.12,295.9,2020-12-17
26204,KB-MB-256,3999.88,3399.9,2020-12-17
26205,KB-MB-246,305.76,259.9,2020-12-17
26206,KB-MB-247,830.47,705.9,2020-12-17
26207,KB-MB-248,988.12,839.9,2020-12-17
26208,KB-MB-61,494.0,419.9,2020-12-17
26209,KB-MB-260,823.41,699.9,2020-12-17
26210,KB-MB-335,1176.35,999.9,2020-12-17
26211,KB-MB-251,711.0,639.9,2020-12-17
26212,KB-MB-252,458.71,389.9,2020-12-17
26213,KB-MB-253,2754.0,2340.9,2020-12-17
26214,KB-MB-263,1294.0,1099.9,2020-12-17
26215,KB-MB-267,1235.18,1049.9,2020-12-17
26216,KB-MB-274,2470.47,2099.9,2020-12-17
26217,KB-MB-285,823.41,699.9,2020-12-17
26218,KB-MB-280,499.89,449.9,2020-12-17
26219,KB-MB-348,2411.65,2049.9,2020-12-17
26220,KB-MB-278,718.71,610.9,2020-12-17
26221,KB-MB-287,6435.18,5469.9,2020-12-17
26222,KB-MB-281,823.41,699.9,2020-12-17
26223,KB-MB-351,499.89,449.9,2020-12-17
26224,KB-MB-104,1999.88,1699.9,2020-12-17
26225,KB-MB-269,2117.53,1799.9,2020-12-17
26226,KB-MB-83,1882.24,1599.9,2020-12-17
26227,KB-MB-283,399.88,339.9,2020-12-17
26228,KB-MB-284,3446.94,2929.9,2020-12-17
26229,KB-MB-286,2704.71,2299.0,2020-12-17
26230,KB-MB-272,720.89,612.76,2020-12-17
26231,KB-MB-290,388.78,349.9,2020-12-17
26232,KB-MB-122,1999.88,1699.9,2020-12-17
26233,KB-MB-275,2823.41,2399.9,2020-12-17
26234,KB-MB-288,152.82,129.9,2020-12-17
26235,KB-MB-277,1999.88,1699.9,2020-12-17
26236,KB-MB-289,658.71,559.9,2020-12-17
26237,KB-MB-279,429.29,364.9,2020-12-17
26238,KB-MB-273,435.18,369.9,2020-12-17
26239,KB-MB-350,223.41,189.9,2020-12-17
26240,KB-MB-90,1057.65,899.0,2020-12-17
26241,KB-MB-282,1882.24,1599.9,2020-12-17
26242,KB-MB-270,458.71,389.9,2020-12-17
26243,KB-MB-181,1646.94,1399.9,2020-12-17
26244,KB-MB-300,1035.18,879.9,2020-12-17
26245,KB-MB-295,1411.65,1199.9,2020-12-17
26246,KB-MB-160,488.78,439.9,2020-12-17
26247,KB-MB-148,1410.59,1199.0,2020-12-17
26248,KB-MB-292,611.65,519.9,2020-12-17
26249,KB-MB-303,8235.18,6999.9,2020-12-17
26250,KB-MB-306,5086.94,4323.9,2020-12-17
26251,KB-MB-308,499.89,424.91,2020-12-17
26252,KB-MB-297,788.12,669.9,2020-12-17
26253,KB-MB-302,388.12,329.9,2020-12-17
26254,KB-MB-310,586.94,498.9,2020-12-17
26255,KB-MB-311,588.12,499.9,2020-12-17
26256,KB-MB-342,658.71,559.9,2020-12-17
26257,KB-MB-314,2906.94,2470.9,2020-12-17
26258,KB-MB-192,1117.53,949.9,2020-12-17
26259,KB-MB-315,1783.41,1515.9,2020-12-17
26260,KB-MB-164,941.06,799.9,2020-12-17
26261,KB-MB-309,470.47,399.9,2020-12-17
26262,KB-MB-312,576.35,489.9,2020-12-17
26263,KB-MB-197,1399.88,1189.9,2020-12-17
26264,KB-MB-304,352.82,299.9,2020-12-17
26265,KB-MB-317,494.0,419.9,2020-12-17
26266,KB-MB-319,682.24,579.9,2020-12-17
26267,KB-MB-294,433.22,389.9,2020-12-17
26268,KB-MB-296,525.18,446.4,2020-12-17
26269,KB-MB-196,1882.24,1599.9,2020-12-17
26270,KB-MB-298,941.06,799.9,2020-12-17
26271,KB-MB-152,1764.59,1499.9,2020-12-17
26272,KB-MB-157,741.06,629.9,2020-12-17
26273,KB-MB-299,376.35,319.9,2020-12-17
26274,KB-MB-318,623.41,529.9,2020-12-17
26275,KB-MB-301,529.29,449.9,2020-12-17
26276,KB-MB-330,285.76,242.9,2020-12-17
26277,KB-MB-331,588.12,499.9,2020-12-17
26278,KB-MB-216,3529.29,2999.9,2020-12-17
26279,KB-MB-325,1058.71,899.9,2020-12-17
26280,KB-MB-321,388.12,329.9,2020-12-17
26281,KB-MB-323,823.41,699.9,2020-12-17
26282,KB-MB-333,1176.35,999.9,2020-12-17
26283,KB-MB-328,823.41,699.9,2020-12-17
26284,KB-MB-329,1752.82,1489.9,2020-12-17
26285,KB-MB-324,317.53,269.9,2020-12-17
26286,KB-MB-225,1341.06,1139.9,2020-12-17
26287,KB-MB-352,964.59,819.9,2020-12-17
26288,KB-MB-332,1218.71,1035.9,2020-12-17
26289,KB-MB-327,525.18,446.4,2020-12-17
26290,KB-MB-232,705.76,599.9,2020-12-17
26291,KB-MB-207,5528.24,4699.0,2020-12-17
